marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Porsche,944,,7600,1985,12/02/2020,Essence,170000,Manuelle,60310,<250000km
Porsche,Cayenne,,22000,2010,12/02/2020,Diesel,193000,Automatique,74520,<250000km
Porsche,911,,57000,1982,12/02/2020,Essence,102769,Manuelle,44300,<150000km
Porsche,Cayenne,,9490,2005,12/02/2020,Essence,222791,Automatique,62450,<250000km
Porsche,911,,51000,2008,12/02/2020,Essence,91100,Automatique,13110,<150000km
Porsche,911,,120000,1989,11/02/2020,Essence,10,Manuelle,6250,<5000km
Porsche,Boxster,,15000,1997,12/02/2020,Essence,111000,Manuelle,60113,<150000km
Porsche,911,,59900,2007,12/02/2020,Essence,91426,Manuelle,1120,<150000km
Porsche,Boxster,,18000,2004,12/02/2020,Essence,160000,Manuelle,54280,<250000km
Porsche,911,,51900,2009,12/02/2020,Essence,112100,Automatique,75017,<150000km
Porsche,911,,32000,2003,12/02/2020,Essence,123000,Manuelle,71570,<150000km
Porsche,Macan,,59997,2008,12/02/2020,Essence,76286,Manuelle,84000,<150000km
Porsche,Cayenne,,180,2003,12/02/2020,Essence,125,Manuelle,40230,<5000km
Porsche,Boxster,,20000,2003,12/02/2020,Essence,155000,Manuelle,97419,<250000km
Opel,Astra,,2300,2005,17/04/2020,Diesel,166000,Manuelle,30000,<250000km
Peugeot,208,,3000,2015,17/04/2020,Diesel,105000,Manuelle,36000,<150000km
Renault,Megane,,1050,2003,22/04/2020,Diesel,230000,Manuelle,76300,<250000km
Nissan,Qashqai,,5500,2010,22/04/2020,Diesel,200000,Manuelle,59000,<250000km
Peugeot,407,,2300,2008,22/04/2020,Diesel,191000,Manuelle,75019,<250000km
Citroen,C3,,1599,2004,22/04/2020,Diesel,219000,Manuelle,41100,<250000km
Bmw,525,,700,1995,22/04/2020,Diesel,380000,Manuelle,54000,+250000km
Peugeot,208,,3000,2015,22/04/2020,Diesel,105000,Manuelle,10000,<150000km
Peugeot,207,,1500,2006,22/04/2020,Diesel,240000,Manuelle,91670,<250000km
Citroen,C3,,600,2005,22/04/2020,Diesel,240000,Manuelle,69400,<250000km
Toyota,Land Cruiser,,12000,2005,22/04/2020,Diesel,260000,Manuelle,59230,+250000km
Mercedes,Classe B,,3790,2008,22/04/2020,Diesel,244500,Manuelle,44980,<250000km
Mercedes,Classe Cla,,24000,2017,22/04/2020,Diesel,100,Automatique,95200,<5000km
Renault,Clio,,11900,2018,22/04/2020,Essence,19000,Manuelle,2870,<50000km
Renault,Clio,,23999,2018,22/04/2020,Essence,26690,Automatique,13240,<50000km
Mini,Mini,,3650,2004,22/04/2020,Essence,137000,Manuelle,7210,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,79000,<150000km
Bmw,316,,1850,2004,22/04/2020,Essence,181000,Manuelle,59000,<250000km
Volkswagen,Golf Plus,,2500,2005,22/04/2020,Diesel,217000,Manuelle,68300,<250000km
Renault,Autres,,350,1995,22/04/2020,Essence,128000,Manuelle,69100,<150000km
Nissan,Patrol,,6000,1993,22/04/2020,Diesel,346000,Manuelle,97354,+250000km
Peugeot,5008,,8990,2011,22/04/2020,Essence,108000,Manuelle,44300,<150000km
Bmw,Serie 1,,6500,2012,22/04/2020,Diesel,157000,Manuelle,59200,<250000km
Bmw,Serie 3,,18990,2014,22/04/2020,Diesel,82500,Automatique,77100,<150000km
Renault,Captur,,2700,2013,22/04/2020,Diesel,118000,Manuelle,97233,<150000km
Nissan,Juke,,2700,2013,22/04/2020,Diesel,118000,Manuelle,97190,<150000km
Peugeot,2008,,2700,2015,22/04/2020,Diesel,118000,Manuelle,97317,<150000km
Renault,Kadjar,,3000,2016,22/04/2020,Diesel,118000,Manuelle,97224,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,73300,<150000km
Nissan,Navara,,2700,2003,22/04/2020,Diesel,118000,Manuelle,97310,<150000km
Dacia,Duster,,2700,2016,22/04/2020,Diesel,118000,Manuelle,97300,<150000km
Renault,Clio,,3000,2009,22/04/2020,Diesel,114300,Manuelle,92430,<150000km
Renault,Megane,,3400,2007,22/04/2020,Diesel,165000,Manuelle,61250,<250000km
Audi,A6/s6,,73500,2014,22/04/2020,Essence,47250,Automatique,76600,<50000km
Peugeot,208,,18200,2016,22/04/2020,Essence,23500,Manuelle,75013,<50000km
Ford,Focus,,3600,2008,22/04/2020,Diesel,202000,Manuelle,38130,<250000km
Mercedes,280,,9790,2006,05/02/2020,Diesel,146000,Automatique,69780,<150000km
Bmw,Serie 3,,10000,2000,22/04/2020,Essence,225000,Manuelle,95130,<250000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,56620,<150000km
Renault,Clio,,2800,2007,22/04/2020,Diesel,193000,Manuelle,78990,<250000km
Peugeot,208,,3000,2015,22/04/2020,Diesel,105000,Manuelle,8000,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,49240,<150000km
Audi,A3,,12290,2010,22/04/2020,Diesel,119000,Automatique,21320,<150000km
Ford,Ecosport,,19580,2020,22/04/2020,Essence,575,Manuelle,10150,<5000km
Mercedes,Classe Cls,,8990,2006,22/04/2020,Diesel,174000,Automatique,74000,<250000km
Renault,Clio,,3000,2009,22/04/2020,Diesel,138000,Manuelle,57100,<150000km
Peugeot,508,,14490,2015,22/04/2020,Diesel,114990,Automatique,34800,<150000km
Citroen,C3,,3650,2012,22/04/2020,Diesel,200000,Manuelle,59170,<250000km
Bmw,318,,3800,2005,22/04/2020,Diesel,185000,Manuelle,92320,<250000km
Citroen,C5,,3800,2013,22/04/2020,Diesel,224000,Manuelle,41000,<250000km
Nissan,Juke,,3000,2013,22/04/2020,Diesel,118000,Manuelle,42000,<150000km
Toyota,Auris,,13300,2015,22/04/2020,Hybride,57481,Automatique,68260,<150000km
Bmw,X3,,10000,2011,22/04/2020,Diesel,212500,Manuelle,62640,<250000km
Renault,Clio,,6000,2013,22/04/2020,Diesel,178000,Manuelle,91250,<250000km
Volkswagen,Golf,,14800,2017,22/04/2020,Diesel,160000,Manuelle,77600,<250000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,72000,<150000km
Renault,Twingo,,300,1995,22/04/2020,Essence,200000,Manuelle,60150,<250000km
Nissan,Qashqai,,3000,2017,22/04/2020,Diesel,111100,Manuelle,59000,<150000km
Toyota,Auris,,14000,2016,22/04/2020,Diesel,45634,Manuelle,10150,<50000km
Bmw,Serie 1,,15600,2015,22/04/2020,Diesel,87000,Automatique,2870,<150000km
Peugeot,3008,,29900,2020,22/04/2020,Diesel,10,Manuelle,75015,<5000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,125000,Manuelle,32000,<150000km
Volkswagen,Tiguan,,10990,2012,22/04/2020,Diesel,207000,Manuelle,93340,<250000km
Audi,Q5,,19800,2011,11/03/2020,Diesel,155500,Automatique,37250,<250000km
Renault,Clio,,2700,2015,22/04/2020,Diesel,105000,Manuelle,14600,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,136924,Manuelle,73410,<150000km
Renault,Scenic,,23990,2019,22/04/2020,Diesel,15500,Manuelle,62700,<50000km
Renault,Clio,,3000,2009,22/04/2020,Diesel,138000,Manuelle,53000,<150000km
Bmw,X3,,8500,2009,22/04/2020,Diesel,186000,Manuelle,59000,<250000km
Volkswagen,Combi,,35000,1968,22/04/2020,Essence,2000,Manuelle,13740,<5000km
Mini,Mini,,6990,2010,22/04/2020,Diesel,117990,Manuelle,34800,<150000km
Peugeot,5008,,14290,2018,22/04/2020,Diesel,231000,Automatique,78000,<250000km
Citroen,Ds3,,8500,2013,22/04/2020,Essence,85500,Manuelle,76690,<150000km
Renault,Clio,,3000,2017,22/04/2020,Diesel,118000,Manuelle,69100,<150000km
Volkswagen,Touran,,4000,2007,22/04/2020,Diesel,239000,Manuelle,2400,<250000km
Bmw,530,,11500,2011,22/04/2020,Diesel,225000,Manuelle,33270,<250000km
Nissan,Qashqai,,3000,2017,22/04/2020,Diesel,111000,Manuelle,45000,<150000km
Peugeot,508,,6750,2014,22/04/2020,Diesel,166500,Manuelle,87500,<250000km
Bmw,Serie 3,,3799,2004,22/04/2020,Essence,270000,Automatique,17300,+250000km
Fiat,500,,4000,2013,22/04/2020,Essence,98000,Manuelle,89500,<150000km
Volkswagen,Tiguan,,8000,2010,22/04/2020,Diesel,200000,Manuelle,72100,<250000km
Peugeot,3008,,27600,2019,22/04/2020,Essence,622,Manuelle,10150,<5000km
Audi,Q5,,18000,2010,22/04/2020,Diesel,166000,Automatique,60100,<250000km
Volkswagen,Golf,,13900,2016,22/04/2020,Diesel,79200,Automatique,95110,<150000km
Volkswagen,Tiguan,,10300,2013,22/04/2020,Diesel,115500,Manuelle,13120,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,105000,Manuelle,89000,<150000km
Renault,Megane,,3600,2012,22/04/2020,Diesel,163900,Manuelle,28290,<250000km
Mazda,3,,21800,2020,22/04/2020,Essence,10,Manuelle,10150,<5000km
Kia,Picanto,,5400,2015,22/04/2020,Essence,67021,Manuelle,97290,<150000km
Nissan,Qashqai,,3000,2017,22/04/2020,Diesel,111100,Manuelle,94000,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114000,Manuelle,10000,<150000km
Peugeot,508,,33900,2019,10/02/2020,Essence,18000,Automatique,31000,<50000km
Fiat,Panda,,7990,2018,22/04/2020,Essence,9990,Manuelle,34800,<50000km
Renault,Clio,,2700,2015,22/04/2020,Diesel,14782,Manuelle,92000,<50000km
Skoda,Autres,,23650,2020,22/04/2020,Essence,970,Automatique,10150,<5000km
Renault,Twingo,,7000,2014,22/04/2020,Essence,52000,Manuelle,72000,<150000km
Opel,Corsa,,7800,2010,22/04/2020,Diesel,26200,Manuelle,39000,<50000km
Peugeot,208,,3000,2017,22/04/2020,Diesel,118500,Manuelle,14000,<150000km
Citroen,C4,,5800,2009,22/04/2020,Diesel,94000,Manuelle,34000,<150000km
Fiat,500,,13990,2016,22/04/2020,Diesel,74990,Manuelle,34800,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,105000,Manuelle,58000,<150000km
Peugeot,308,,5800,2011,22/04/2020,Diesel,117000,Manuelle,69330,<150000km
Volkswagen,Tiguan,,8700,2011,22/04/2020,Diesel,201000,Manuelle,2400,<250000km
Kia,Picanto,,1990,2006,22/04/2020,Diesel,150000,Manuelle,59200,<250000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,111000,Manuelle,16000,<150000km
Bmw,Serie 1,,8650,2012,22/04/2020,Diesel,150000,Manuelle,57000,<250000km
Peugeot,208,,3000,2017,22/04/2020,Diesel,118200,Manuelle,76600,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,81100,<150000km
Renault,Clio,,2700,2015,22/04/2020,Diesel,114300,Manuelle,25500,<150000km
Renault,Clio,,3000,2009,22/04/2020,Diesel,138000,Manuelle,33170,<150000km
Mercedes,ML,,25000,2014,22/04/2020,Diesel,130,Automatique,54300,<5000km
Peugeot,5008,,6800,2011,22/04/2020,Diesel,177200,Manuelle,33370,<250000km
Audi,A3,,10990,2013,22/04/2020,Diesel,175000,Manuelle,82170,<250000km
Citroen,C3 Aircross,,16900,2020,22/04/2020,Essence,454,Manuelle,10150,<5000km
Peugeot,607,,3000,2005,22/04/2020,Diesel,155000,Manuelle,94400,<250000km
Audi,A1,,26000,2016,22/04/2020,Essence,40100,Manuelle,83320,<50000km
Mercedes,230,,8500,1982,22/04/2020,Essence,146000,Manuelle,83600,<150000km
Opel,Zafira,,1100,2006,22/04/2020,Diesel,245000,Manuelle,60480,<250000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,105000,Manuelle,21000,<150000km
Mercedes,Classe C,,8900,2009,22/04/2020,Diesel,99000,Manuelle,57300,<150000km
Jeep,Renegade,,21280,2020,22/04/2020,Essence,10,Manuelle,75015,<5000km
Peugeot,406,,150,2002,22/04/2020,Diesel,240000,Manuelle,59200,<250000km
Renault,Scenic,,3490,2004,22/04/2020,Essence,94000,Manuelle,22000,<150000km
Hyundai,Accent,,1800,2004,22/04/2020,Essence,92000,Manuelle,97200,<150000km
Porsche,Boxster,,27000,2007,22/04/2020,Essence,51000,Automatique,17100,<150000km
Peugeot,107,,1500,2006,22/04/2020,Diesel,203,Manuelle,62440,<5000km
Peugeot,208,,3000,2013,22/04/2020,Diesel,111000,Manuelle,61000,<150000km
Peugeot,407,,2000,2006,22/04/2020,Diesel,200000,Manuelle,44000,<250000km
Audi,Q5,,28900,2014,22/04/2020,Diesel,58000,Automatique,6240,<150000km
Volkswagen,Caravelle,,33000,2016,22/04/2020,Diesel,90000,Manuelle,33127,<150000km
Ford,Focus,,850,2003,22/04/2020,Diesel,350000,Manuelle,61250,+250000km
Toyota,Land Cruiser,,5499,1999,22/04/2020,Diesel,370000,Automatique,72800,+250000km
Mercedes,Classe M,,9000,2007,22/04/2020,Diesel,220000,Automatique,30430,<250000km
Mini,Mini,,29500,2018,22/04/2020,Essence,18000,Automatique,70200,<50000km
Peugeot,207,,6200,2009,22/04/2020,Diesel,57000,Manuelle,59410,<150000km
Peugeot,208,,3000,2017,22/04/2020,Diesel,118000,Manuelle,95000,<150000km
Renault,Megane,,13999,2017,22/04/2020,Diesel,100000,Automatique,59494,<150000km
Bmw,Serie 2,,18900,2015,22/04/2020,Diesel,56973,Automatique,10150,<150000km
Renault,Master,,5500,2002,04/03/2020,Diesel,115180,Manuelle,64420,<150000km
Mercedes,Classe A,,17500,2012,22/04/2020,Diesel,98000,Automatique,35770,<150000km
Peugeot,208,,3000,2013,22/04/2020,Diesel,111100,Manuelle,42000,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,91260,<150000km
Volkswagen,Passat,,11990,2012,04/03/2020,Diesel,159000,Automatique,97300,<250000km
Nissan,Qashqai,,11900,2015,22/04/2020,Diesel,158000,Manuelle,57220,<250000km
Mini,Mini,,8500,2010,22/04/2020,Diesel,152000,Manuelle,84210,<250000km
Dacia,Duster,,4800,2012,22/04/2020,Diesel,237000,Manuelle,2400,<250000km
Peugeot,2008,,15500,2017,22/04/2020,Diesel,19551,Manuelle,10150,<50000km
Renault,Twingo,,7690,2016,22/04/2020,Essence,53600,Manuelle,62700,<150000km
Toyota,Yaris,,2750,2000,04/03/2020,Essence,184575,Manuelle,64420,<250000km
Bmw,Serie 7,,7200,2004,22/04/2020,Diesel,185000,Automatique,92150,<250000km
Maserati,Ghibli,,29990,2015,12/03/2020,Diesel,130000,Automatique,69680,<150000km
Bmw,X5,,7499,2006,22/04/2020,Diesel,219890,Automatique,57000,<250000km
Audi,A3,,5990,2008,26/02/2020,Diesel,274000,Manuelle,37250,+250000km
Renault,Megane,,8500,2011,22/04/2020,Diesel,96083,Manuelle,10150,<150000km
Mercedes,Classe GLE,,29500,2016,22/04/2020,Diesel,209900,Automatique,51450,<250000km
Hyundai,Ix35,,11000,2012,22/04/2020,Diesel,79600,Manuelle,35000,<150000km
Volkswagen,Golf,,31000,2017,22/04/2020,Essence,29000,Automatique,33000,<50000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,21800,<150000km
Renault,Clio,,3000,2009,22/04/2020,Diesel,138000,Manuelle,49370,<150000km
Bmw,Serie 3,,15900,2011,22/04/2020,Diesel,140000,Manuelle,35400,<150000km
Volvo,Xc60,,31990,2017,22/04/2020,Diesel,41000,Automatique,64000,<50000km
Mercedes,Classe Cla,,40500,2016,22/04/2020,Essence,40000,Manuelle,67205,<50000km
Citroen,Berlingo,,800,1999,22/04/2020,Diesel,200000,Manuelle,60160,<250000km
Peugeot,206,,1500,2001,22/04/2020,Diesel,200000,Manuelle,13760,<250000km
Peugeot,308,,10000,2015,22/04/2020,Diesel,95661,Manuelle,10150,<150000km
Opel,Corsa,,4900,2011,22/04/2020,Diesel,149000,Manuelle,14500,<150000km
Citroen,C3 Aircross,,18900,2019,22/04/2020,Essence,227,Manuelle,10150,<5000km
Audi,Rs3,,56999,2019,22/04/2020,Essence,10900,Automatique,93200,<50000km
Peugeot,207,,5290,2011,17/04/2020,Essence,95700,Manuelle,59590,<150000km
Ford,Fiesta,,3990,2009,14/04/2020,Diesel,179820,Manuelle,59590,<250000km
Volkswagen,Golf,,6990,2012,06/04/2020,Diesel,149462,Manuelle,59590,<150000km
Peugeot,208,,8490,2012,06/04/2020,Diesel,112579,Manuelle,59590,<150000km
Citroen,C4 Picasso,,6990,2009,06/04/2020,Diesel,95752,Manuelle,59590,<150000km
Toyota,Yaris,,4490,2006,06/04/2020,Diesel,109805,Manuelle,59590,<150000km
Volkswagen,Golf,,8990,2011,06/04/2020,Diesel,83099,Manuelle,59590,<150000km
Volkswagen,Polo,,9490,2015,06/04/2020,Diesel,57409,Manuelle,59590,<150000km
Kia,Rio,,7490,2011,06/04/2020,Diesel,54254,Manuelle,59590,<150000km
Renault,Clio,,6690,2013,27/03/2020,Diesel,110000,Manuelle,59590,<150000km
Renault,Clio,,6490,2012,16/03/2020,Essence,145000,Manuelle,59590,<150000km
Mini,Mini,,5890,2011,16/03/2020,Essence,46000,Manuelle,59590,<50000km
Seat,Ibiza,,8990,2010,14/03/2020,Essence,53000,Manuelle,59590,<150000km
Peugeot,307,,4490,2006,13/03/2020,Essence,92629,Manuelle,59590,<150000km
Volkswagen,Golf,,8490,2012,12/03/2020,Diesel,119000,Manuelle,59590,<150000km
Mini,Mini,,5990,2009,10/03/2020,Diesel,147083,Manuelle,59590,<150000km
Mercedes,Classe E,,4490,2007,05/03/2020,Diesel,263000,Manuelle,59590,+250000km
Renault,Twingo,,3990,2010,05/03/2020,Essence,60000,Manuelle,59590,<150000km
Volkswagen,Golf,,4990,2010,05/03/2020,Diesel,247000,Manuelle,59590,<250000km
Bmw,Serie 1,,5490,2007,28/02/2020,Diesel,186000,Manuelle,59590,<250000km
Audi,A1,,15990,2016,26/02/2020,Essence,81000,Manuelle,59590,<150000km
Peugeot,207,,5490,2007,22/02/2020,Essence,63000,Manuelle,59590,<150000km
Volvo,V70,,2490,2004,21/02/2020,Diesel,360000,Automatique,59590,+250000km
Renault,Clio,,2490,2002,21/02/2020,Essence,159000,Manuelle,59590,<250000km
Citroen,C3,,5490,2012,13/02/2020,Diesel,124000,Manuelle,59590,<150000km
Renault,Clio,,6490,2011,13/02/2020,Essence,48000,Manuelle,59590,<50000km
Fiat,500,,7490,2012,12/02/2020,Essence,77000,Manuelle,59590,<150000km
Mercedes,Classe C,,4490,2000,31/01/2020,Diesel,69000,Manuelle,59590,<150000km
Fiat,500,,5990,2009,24/01/2020,Diesel,100000,Manuelle,59590,<150000km
Citroen,C4,,4990,2013,24/01/2020,Diesel,198000,Manuelle,59590,<250000km
Peugeot,308,,5490,2008,21/01/2020,Diesel,147000,Manuelle,59590,<150000km
Ford,Fusion,,1500,2008,22/04/2020,Diesel,150000,Manuelle,59600,<250000km
Peugeot,406,,1300,2002,22/04/2020,Diesel,290000,Manuelle,60100,+250000km
Renault,Laguna,,400,1995,22/04/2020,Essence,17331,Manuelle,93270,<50000km
Bmw,320,,6450,2007,22/04/2020,Diesel,197000,Manuelle,38000,<250000km
Mini,Countryman,,30500,2017,17/04/2020,Diesel,35000,Automatique,12000,<50000km
Volkswagen,Passat,,1999,2003,22/04/2020,Diesel,291000,Manuelle,68000,+250000km
Renault,Modus,,2400,2005,22/04/2020,Essence,150810,Manuelle,34000,<250000km
Bmw,520,,26000,2015,22/04/2020,Diesel,92000,Automatique,18000,<150000km
Mg,Autres,,28500,1965,22/04/2020,Essence,3000,Manuelle,69360,<5000km
Citroen,C8,,1500,2006,22/04/2020,Diesel,230000,Manuelle,35000,<250000km
Skoda,Fabia,,2400,2004,22/04/2020,Essence,172000,Manuelle,40280,<250000km
Mercedes,Classe C,,2200,2005,22/04/2020,Diesel,265000,Manuelle,59000,+250000km
Audi,Q5,,20500,2015,22/04/2020,Diesel,97000,Manuelle,62173,<150000km
Ford USA,Autres,,1550,2003,22/04/2020,Diesel,290767,Manuelle,94140,+250000km
Bmw,Serie 3,,16800,2011,15/04/2020,Essence,117000,Automatique,94220,<150000km
Audi,Tt,,10500,2007,22/04/2020,Essence,173000,Automatique,68800,<250000km
Renault,Scenic,,2000,2007,22/04/2020,Diesel,188500,Manuelle,18000,<250000km
Peugeot,308,,7400,2008,04/03/2020,Essence,49000,Automatique,49100,<50000km
Toyota,Prius+,,16390,2012,22/04/2020,Hybride,101000,Automatique,85200,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,13090,<150000km
Ford,Kuga,,19900,2017,22/04/2020,Diesel,35937,Automatique,10150,<50000km
Audi,A3,,9200,2010,22/04/2020,Diesel,167000,Manuelle,10000,<250000km
Peugeot,306,,1200,2000,22/04/2020,Essence,140654,Manuelle,31750,<150000km
Renault,Clio,,3000,2013,22/04/2020,Diesel,114300,Manuelle,69100,<150000km
Bmw,525,,5500,2004,22/04/2020,Diesel,276000,Manuelle,60600,+250000km
Volkswagen,Touran,,3000,2004,22/04/2020,Diesel,223500,Manuelle,67460,<250000km
Peugeot,206,,1100,2005,22/04/2020,Essence,140000,Manuelle,57320,<150000km
Renault,Clio,,1690,1999,22/04/2020,Diesel,183000,Manuelle,60000,<250000km
Volkswagen,Polo,,2200,2003,22/04/2020,Diesel,195000,Manuelle,59330,<250000km
Opel,Corsa,,2600,2007,22/04/2020,Diesel,193000,Manuelle,13400,<250000km
Renault,Scenic,,1800,2004,22/04/2020,Diesel,179500,Manuelle,77200,<250000km
Peugeot,207,,3000,2007,22/04/2020,Diesel,189000,Manuelle,95150,<250000km
Peugeot,407,,3200,2007,22/04/2020,Diesel,137,Manuelle,42000,<5000km
Citroen,C2,,1600,2004,22/04/2020,Diesel,208700,Manuelle,14000,<250000km
Renault,Scenic,,2885,2006,22/04/2020,Diesel,46500,Manuelle,34700,<50000km
Renault,Clio,,1500,2001,22/04/2020,Essence,215000,Manuelle,80270,<250000km
Audi,A1,,24330,2020,22/04/2020,Essence,598,Automatique,10150,<5000km
Peugeot,206,,1200,2000,22/04/2020,Diesel,207,Manuelle,62440,<5000km
Bmw,Serie 1,,21990,2016,04/03/2020,Essence,46900,Manuelle,78200,<50000km
Fiat,Multipla,,1500,2005,22/04/2020,Diesel,245000,Manuelle,93500,<250000km
Renault,Megane,,2950,2004,22/04/2020,Diesel,189000,Manuelle,82000,<250000km
Citroen,Ds5,,7000,2013,22/04/2020,Diesel,246000,Manuelle,95330,<250000km
Mercedes,Classe A,,27490,2017,06/02/2020,Diesel,59990,Automatique,91240,<150000km
Peugeot,3008,,6990,2009,22/04/2020,Diesel,133800,Manuelle,22440,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114000,Manuelle,4000,<150000km
Bmw,525,,5000,2000,22/04/2020,Diesel,285000,Automatique,53000,+250000km
Peugeot,308,,3500,2009,22/04/2020,Essence,158000,Automatique,68100,<250000km
Renault,Clio,,1700,2004,22/04/2020,Diesel,225000,Manuelle,95000,<250000km
Renault,Clio,,3890,2006,22/04/2020,Diesel,80000,Manuelle,36000,<150000km
Porsche,911,,36490,2004,22/04/2020,Essence,114743,Manuelle,51100,<150000km
Citroen,C3,,5100,2015,22/04/2020,Diesel,94500,Manuelle,41350,<150000km
Honda,Cr-v,,27500,2020,22/04/2020,Essence,624,Manuelle,10150,<5000km
Mercedes,220,,2490,2001,29/03/2020,Diesel,236000,Manuelle,30600,<250000km
Peugeot,206,,1990,2005,29/03/2020,Essence,172000,Manuelle,30600,<250000km
Citroen,C4,,7590,2014,22/04/2020,Diesel,171000,Manuelle,59115,<250000km
Jeep,Wrangler,,25000,1999,22/04/2020,Essence,112000,Manuelle,33127,<150000km
Nissan,Note,,10600,2017,22/04/2020,Diesel,63000,Manuelle,81990,<150000km
Nissan,Primera,,2990,2005,13/03/2020,Diesel,149302,Manuelle,95480,<150000km
Bmw,X3,,20900,2015,22/04/2020,Diesel,78466,Manuelle,10150,<150000km
Renault,Megane,,2800,2009,22/04/2020,Diesel,261000,Manuelle,16000,+250000km
Peugeot,106,,1500,1998,12/02/2020,Essence,134685,Manuelle,95480,<150000km
Audi,A4,,19990,2017,06/03/2020,Diesel,61900,Manuelle,12160,<150000km
Volkswagen,Golf,,12500,2013,22/04/2020,Diesel,140000,Manuelle,25200,<150000km
Opel,Zafira,,2990,2007,22/04/2020,Diesel,177500,Manuelle,38130,<250000km
Volvo,S60,,9290,2009,22/04/2020,Diesel,195000,Automatique,93340,<250000km
Mercedes,Classe A,,32000,2020,22/04/2020,Diesel,2000,Automatique,66000,<5000km
Porsche,Macan,,36500,2014,22/04/2020,Diesel,143000,Manuelle,78280,<150000km
Volkswagen,Golf,,14500,2015,22/04/2020,Diesel,193000,Manuelle,57190,<250000km
Suzuki,Vitara,,12900,2015,22/04/2020,Diesel,109300,Manuelle,38770,<150000km
Opel,Meriva,,350,2005,22/04/2020,Diesel,220000,Manuelle,1340,<250000km
Audi,A3,,3900,2006,22/04/2020,Diesel,125000,Manuelle,63360,<150000km
Renault,Twingo,,4000,2005,22/04/2020,Essence,28,Manuelle,13100,<5000km
Audi,A4,,12900,2013,22/04/2020,Diesel,119600,Manuelle,10150,<150000km
Citroen,C1,,6400,2015,22/04/2020,Essence,55100,Manuelle,59310,<150000km
Opel,Astra,,6990,2010,22/04/2020,Diesel,115000,Manuelle,68200,<150000km
Audi,A3,,7990,2010,22/04/2020,Diesel,203000,Manuelle,52200,<250000km
Bmw,Serie 3,,8900,2008,02/03/2020,Diesel,230000,Manuelle,17300,<250000km
Audi,A1,,7900,2012,22/04/2020,Diesel,157000,Manuelle,85500,<250000km
Peugeot,208,,8900,2012,22/04/2020,Diesel,108000,Manuelle,25000,<150000km
Ford,Kuga,,10500,2011,22/04/2020,Diesel,140000,Manuelle,84100,<150000km
Renault,Clio,,15500,2020,22/04/2020,Essence,615,Manuelle,10150,<5000km
Peugeot,308,,5600,2008,22/04/2020,Essence,135000,Automatique,72220,<150000km
Mercedes,350,,12000,2009,22/04/2020,Diesel,135000,Automatique,45000,<150000km
Renault,Megane,,7990,2011,26/02/2020,Diesel,128000,Manuelle,37250,<150000km
Ford,Autres,,15900,2012,22/04/2020,Diesel,86200,Manuelle,61130,<150000km
Audi,Q5,,27500,2015,10/03/2020,Diesel,83000,Manuelle,95340,<150000km
Mercedes,Classe Gla,,26999,2017,22/04/2020,Essence,62000,Automatique,70400,<150000km
Peugeot,106,,3800,1995,22/04/2020,Essence,140000,Manuelle,97354,<150000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,69800,<150000km
Seat,Ibiza,,5000,2011,22/04/2020,Diesel,101000,Manuelle,6000,<150000km
Bmw,Serie 1,,9200,2013,21/04/2020,Diesel,143000,Manuelle,73100,<150000km
Bmw,M4,,44990,2015,24/03/2020,Essence,68000,Automatique,77100,<150000km
Nissan,Qashqai,,5490,2008,24/03/2020,Diesel,198000,Manuelle,77100,<250000km
Renault,Kangoo,,700,2001,22/04/2020,Diesel,130000,Manuelle,66000,<150000km
Mercedes,Classe B,,16990,2013,22/04/2020,Essence,85000,Automatique,83300,<150000km
Ford,Fiesta,,4000,2010,22/04/2020,Diesel,164,Manuelle,73230,<5000km
Volkswagen,Passat,,10000,2011,22/04/2020,Diesel,171000,Automatique,91290,<250000km
Audi,A1,,13450,2015,22/04/2020,Diesel,70000,Manuelle,30100,<150000km
Bmw,Serie 3,,28500,2014,22/04/2020,Hybride,90000,Automatique,13550,<150000km
Bmw,Z4,,29990,2010,21/04/2020,Essence,69500,Automatique,33127,<150000km
Renault,Vel Satis,,3900,2007,14/04/2020,Diesel,206052,Automatique,49300,<250000km
