marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Porsche,911,,38490,2004,13/04/2020,Essence,87000,Manuelle,49100,<150000km
Porsche,Cayman,,28990,2006,07/03/2020,Essence,85500,Manuelle,67230,<150000km
Porsche,911,,52990,2009,02/03/2020,Essence,81500,Automatique,67310,<150000km
Porsche,Cayenne,,22990,2009,15/03/2020,Essence,142000,Automatique,61000,<150000km
Porsche,Boxster,,15000,2002,13/04/2020,Essence,89000,Manuelle,57800,<150000km
Porsche,Panamera,,32990,2009,13/04/2020,Essence,138000,Automatique,50610,<150000km
Porsche,911,,44997,2006,13/04/2020,Essence,98000,Automatique,34000,<150000km
Porsche,911,,49911,1989,13/04/2020,Essence,176000,Manuelle,34000,<250000km
Porsche,911,,60000,1992,13/04/2020,Essence,35614,Manuelle,6740,<50000km
Porsche,911,,47900,1991,27/02/2020,Essence,154000,Manuelle,26000,<250000km
Porsche,911,,54990,2010,02/03/2020,Essence,132000,Automatique,69360,<150000km
Porsche,Cayenne,,10990,2004,11/02/2020,Essence,163000,Automatique,37540,<250000km
Porsche,911,,118900,1991,02/03/2020,Essence,137000,Manuelle,25440,<150000km
Porsche,Cayenne,,22000,2010,13/04/2020,Diesel,198000,Automatique,33250,<250000km
Porsche,Cayman,,24000,2007,13/04/2020,Essence,122000,Manuelle,29170,<150000km
Porsche,Boxster,,29900,2008,13/04/2020,Essence,84500,Manuelle,12200,<150000km
Porsche,Boxster,,19986,2001,13/04/2020,Essence,106800,Manuelle,95300,<150000km
Porsche,911,,30000,2003,13/04/2020,Essence,135900,Manuelle,13520,<150000km
Porsche,Boxster,,19990,2005,30/03/2020,Essence,199712,Manuelle,39570,<250000km
Porsche,Panamera,,35000,2010,13/04/2020,Essence,113600,Automatique,45640,<150000km
Porsche,Cayenne,,19500,2007,12/01/2020,Essence,167600,Automatique,83170,<250000km
Porsche,Panamera,,48400,2010,13/04/2020,Essence,73300,Automatique,67850,<150000km
Porsche,Cayenne,,16900,2007,13/04/2020,Essence,164000,Automatique,31700,<250000km
Porsche,911,,28000,2001,13/04/2020,Essence,150000,Manuelle,78711,<250000km
Porsche,Cayenne,,29000,2008,01/03/2020,Essence,131000,Automatique,45000,<150000km
Porsche,Cayman,,29900,2007,09/04/2020,Essence,84500,Manuelle,67500,<150000km
Porsche,Boxster,,12490,2000,07/03/2020,Essence,179900,Manuelle,33320,<250000km
Porsche,Boxster,,19900,2003,16/02/2020,Essence,98602,Automatique,92000,<150000km
Porsche,Cayenne,,25990,2009,17/02/2020,Essence,89434,Automatique,40000,<150000km
Porsche,911,,69999,2009,02/03/2020,Essence,73600,Automatique,92200,<150000km
Porsche,911,,44900,2007,13/04/2020,Essence,93000,Manuelle,59230,<150000km
Porsche,Autres,,36630,1969,13/04/2020,Essence,37943,Manuelle,31000,<50000km
Porsche,928,,24900,1985,13/04/2020,Essence,70500,Manuelle,81600,<150000km
Porsche,Autres,,32970,1968,13/04/2020,Essence,32,Manuelle,31000,<5000km
Porsche,911,,23500,1998,13/04/2020,Essence,158000,Manuelle,27300,<250000km
Porsche,911,,39890,2004,13/04/2020,Essence,104500,Automatique,47200,<150000km
Porsche,911,,26900,1999,17/02/2020,Essence,130000,Manuelle,21800,<150000km
Porsche,Autres,,23000,1960,13/04/2020,Essence,99999,Manuelle,31000,<150000km
Porsche,911,,49700,1985,13/04/2020,Essence,192389,Automatique,75014,<250000km
Porsche,911,,52200,1974,02/04/2020,Essence,120392,Manuelle,38000,<150000km
Porsche,Boxster,,25990,2006,17/02/2020,Essence,93684,Manuelle,67240,<150000km
Porsche,911,,57990,2009,17/02/2020,Essence,68900,Manuelle,67240,<150000km
Porsche,Boxster,,18990,2001,13/04/2020,Essence,101900,Automatique,31240,<150000km
Porsche,911,,34990,1998,05/02/2019,Essence,71000,Manuelle,38920,<150000km
Porsche,911,,46500,1975,02/04/2020,Essence,500,Automatique,21000,<5000km
Porsche,Autres,,41520,1962,13/04/2020,Essence,20201,Manuelle,31000,<50000km
Porsche,911,,57000,1992,16/03/2020,Essence,157000,Automatique,58300,<250000km
Porsche,911,,60150,1996,13/04/2020,Essence,98000,Automatique,41220,<150000km
Porsche,911,,31990,2002,17/02/2020,Essence,126800,Manuelle,51420,<150000km
Porsche,Cayenne,,21000,2008,13/04/2020,Essence,134000,Automatique,6400,<150000km
Porsche,Cayenne,,23000,2008,13/04/2020,Essence,127000,Automatique,92130,<150000km
Porsche,944,,9980,1984,25/02/2020,Essence,113955,Manuelle,50400,<150000km
Porsche,911,,42990,2006,12/04/2020,Essence,106490,Manuelle,35000,<150000km
Porsche,Cayenne,,10800,2004,12/04/2020,Essence,220000,Automatique,49400,<250000km
Porsche,911,,54990,1991,27/01/2020,Essence,215000,Manuelle,6250,<250000km
Porsche,911,,43900,2004,12/04/2020,Essence,95600,Manuelle,15000,<150000km
Porsche,911,,30000,1998,28/01/2020,Essence,110000,Automatique,37500,<150000km
Porsche,911,,97500,2009,12/04/2020,Essence,54841,Manuelle,14112,<150000km
Porsche,944,,12000,1986,12/04/2020,Essence,206000,Manuelle,45000,<250000km
Porsche,911,,69000,2008,13/02/2020,Essence,92720,Automatique,6320,<150000km
Porsche,911,,42000,2006,12/04/2020,Essence,72000,Automatique,85000,<150000km
Porsche,911,,31990,2002,28/02/2020,Essence,138533,Automatique,14500,<150000km
Porsche,Cayenne,,15500,2009,12/04/2020,Essence,148000,Automatique,63000,<150000km
Porsche,Cayenne,,15000,2009,12/04/2020,Diesel,275000,Automatique,22130,+250000km
Porsche,911,,21000,2001,12/04/2020,Essence,150000,Manuelle,66130,<250000km
Porsche,911,,46500,2008,12/04/2020,Essence,62000,Automatique,26000,<150000km
Porsche,Panamera,,45970,2010,16/03/2020,Essence,69520,Automatique,6800,<150000km
Porsche,911,,56990,1984,04/11/2019,Essence,216000,Manuelle,53940,<250000km
Porsche,911,,34990,2002,12/04/2020,Essence,110000,Manuelle,30650,<150000km
Porsche,911,,39000,1982,12/04/2020,Essence,214500,Manuelle,43330,<250000km
Porsche,911,,57990,2007,23/02/2020,Essence,58500,Manuelle,34230,<150000km
Porsche,Cayman,,42000,2008,22/03/2020,Essence,89500,Automatique,6200,<150000km
Porsche,911,,33000,2003,12/04/2020,Essence,100000,Manuelle,59450,<150000km
Porsche,Autres,,28980,1967,31/03/2020,Essence,160000,Manuelle,53940,<250000km
Porsche,911,,49990,2006,05/12/2019,Essence,78704,Automatique,14500,<150000km
Porsche,Boxster,,30000,2008,12/04/2020,Essence,95300,Manuelle,57000,<150000km
Porsche,911,,79900,2010,10/10/2019,Essence,36000,Automatique,33300,<50000km
Porsche,911,,109000,1991,12/04/2020,Essence,51363,Manuelle,6400,<150000km
Porsche,911,,30900,2001,12/04/2020,Essence,180000,Manuelle,44000,<250000km
Porsche,Panamera,,37480,2010,11/02/2020,Essence,95000,Manuelle,78720,<150000km
Porsche,Autres,,59900,1963,22/02/2020,Essence,11111,Manuelle,33470,<50000km
Porsche,944,,16900,1990,03/01/2020,Essence,160990,Manuelle,63000,<250000km
Porsche,911,,61890,2010,10/03/2020,Essence,63997,Automatique,62100,<150000km
Porsche,911,,30990,2002,24/01/2020,Essence,131000,Manuelle,59280,<150000km
Porsche,944,,7700,1985,13/03/2020,Essence,243000,Manuelle,41000,<250000km
Porsche,911,,62000,2009,12/04/2020,Essence,85000,Manuelle,71100,<150000km
Porsche,911,,41500,2002,01/03/2020,Essence,98000,Manuelle,83310,<150000km
Porsche,Cayenne,,10990,2006,12/04/2020,Essence,212000,Automatique,45110,<250000km
Porsche,Boxster,,14900,1997,06/01/2020,Essence,134660,Manuelle,63000,<150000km
Porsche,Panamera,,35250,2009,10/03/2020,Essence,73900,Automatique,78990,<150000km
Porsche,Boxster,,26500,2000,01/03/2020,Essence,68000,Manuelle,83720,<150000km
Porsche,911,,33900,2002,16/02/2020,Essence,124000,Manuelle,51000,<150000km
Porsche,911,,55900,2006,09/04/2020,Essence,86000,Manuelle,17220,<150000km
Porsche,Boxster,,18990,2002,12/03/2020,Essence,119000,Manuelle,6250,<150000km
Porsche,911,,44000,2003,16/02/2020,Essence,66000,Manuelle,57100,<150000km
Porsche,911,,125000,1988,18/12/2019,Essence,2,Manuelle,29200,<5000km
Porsche,Cayenne,,12500,2006,12/04/2020,Essence,159632,Automatique,62400,<250000km
Porsche,911,,32996,2001,10/03/2020,Essence,117996,Manuelle,62100,<150000km
Porsche,Cayenne,,18900,2007,03/02/2020,Essence,140000,Automatique,93420,<150000km
Porsche,Cayenne,,8500,2003,12/04/2020,Essence,180000,Automatique,95340,<250000km
Porsche,911,,45000,2008,12/04/2020,Essence,119000,Automatique,67160,<150000km
Porsche,911,,34990,2003,28/01/2020,Essence,147000,Manuelle,68000,<150000km
Porsche,Cayenne,,15000,2008,12/04/2020,Essence,185000,Manuelle,83600,<250000km
Porsche,911,,49000,1986,05/07/2019,Essence,177000,Manuelle,29200,<250000km
Porsche,Boxster,,22900,2000,05/02/2020,Essence,12280,Manuelle,13740,<50000km
Porsche,Cayman,,24490,2006,31/01/2020,Essence,136000,Automatique,47550,<150000km
Porsche,911,,65000,1975,28/02/2019,Essence,137000,Manuelle,29200,<150000km
Porsche,911,,40490,2004,19/09/2019,Essence,128200,Automatique,45750,<150000km
Porsche,Cayman,,22500,2008,12/04/2020,Essence,176000,Automatique,57300,<250000km
Porsche,Boxster,,15500,2005,12/04/2020,Essence,120700,Manuelle,77860,<150000km
Porsche,911,,105000,1985,18/12/2019,Essence,73507,Manuelle,29200,<150000km
Porsche,911,,76500,1980,03/06/2019,Essence,95916,Manuelle,29200,<150000km
Porsche,911,,44990,2004,11/03/2020,Essence,65000,Manuelle,45750,<150000km
Porsche,Panamera,,42490,2010,14/11/2019,Essence,95000,Automatique,34000,<150000km
Porsche,911,,53000,1974,04/07/2018,Essence,150500,Manuelle,29200,<250000km
Porsche,911,,61900,2009,12/04/2020,Essence,103000,Automatique,49000,<150000km
Porsche,Boxster,,23990,2005,09/03/2020,Essence,60000,Manuelle,57050,<150000km
Porsche,911,,82500,1982,31/01/2019,Essence,169311,Manuelle,29200,<250000km
Porsche,911,,58500,1974,03/10/2018,Essence,133500,Manuelle,29200,<150000km
Porsche,911,,46500,1977,02/10/2018,Essence,158000,Manuelle,29200,<250000km
Porsche,Boxster,,26500,2006,01/03/2020,Essence,60500,Manuelle,40310,<150000km
Porsche,911,,52000,1980,19/12/2019,Essence,245600,Manuelle,29200,<250000km
Porsche,928,,39900,1992,12/04/2020,Essence,231000,Manuelle,83000,<250000km
Porsche,911,,89700,1971,02/04/2020,Essence,86700,Manuelle,77930,<150000km
Porsche,911,,84990,2008,24/03/2020,Essence,59800,Manuelle,25330,<150000km
Porsche,Cayman,,30000,2008,12/04/2020,Essence,48500,Automatique,62000,<50000km
Porsche,911,,64990,2009,13/02/2020,Essence,45500,Automatique,92100,<50000km
Porsche,944,,47000,1988,12/04/2020,Essence,145000,Manuelle,84300,<150000km
Porsche,Cayman,,32900,2007,12/04/2020,Essence,83000,Manuelle,38000,<150000km
Porsche,Boxster,,35900,2009,12/04/2020,Essence,63800,Manuelle,33000,<150000km
Porsche,911,,39990,2003,08/10/2019,Essence,137684,Manuelle,14500,<150000km
Porsche,Cayman,,25600,2007,15/02/2020,Essence,71000,Manuelle,34500,<150000km
Porsche,911,,31000,2002,11/02/2020,Essence,108100,Manuelle,83470,<150000km
Porsche,911,,27990,2002,15/02/2020,Essence,149200,Manuelle,92500,<150000km
Porsche,911,,64490,2009,14/01/2020,Essence,47525,Automatique,63000,<50000km
Porsche,Cayenne,,5500,2004,12/04/2020,Essence,260000,Automatique,62200,+250000km
Porsche,911,,46990,1990,25/02/2020,Essence,23000,Manuelle,40130,<50000km
Porsche,944,,22900,1988,18/10/2019,Essence,140000,Manuelle,89380,<150000km
Porsche,911,,47000,2001,12/02/2020,Essence,158600,Manuelle,85700,<250000km
Porsche,911,,57000,1967,02/04/2020,Essence,500,Automatique,69100,<5000km
Porsche,Boxster,,19990,2006,07/03/2020,Essence,146000,Manuelle,78310,<150000km
Porsche,911,,52990,2004,05/12/2019,Essence,54667,Manuelle,14500,<150000km
Porsche,911,,55000,2004,12/04/2020,Essence,95000,Manuelle,60200,<150000km
Porsche,911,,79000,2008,08/03/2020,Essence,54000,Automatique,21000,<150000km
Porsche,911,,79997,2006,22/07/2019,Essence,74250,Manuelle,40990,<150000km
Porsche,911,,68000,2009,05/04/2020,Essence,41000,Automatique,68440,<50000km
Porsche,911,,58000,2006,12/04/2020,Essence,63000,Automatique,33000,<150000km
Porsche,911,,34990,2003,20/11/2019,Essence,68300,Manuelle,91250,<150000km
Porsche,911,,53000,2006,23/02/2020,Essence,71500,Manuelle,7220,<150000km
Porsche,911,,45900,2007,17/03/2020,Essence,143150,Automatique,5000,<150000km
Porsche,911,,101997,2009,01/07/2019,Essence,26000,Manuelle,69400,<50000km
Porsche,911,,52100,1986,02/04/2020,Essence,171741,Manuelle,75001,<250000km
Porsche,911,,57300,1978,02/04/2020,Essence,109683,Manuelle,6000,<150000km
Porsche,911,,58400,2009,26/07/2019,Essence,99500,Automatique,69400,<150000km
Porsche,911,,71500,2006,31/03/2020,Essence,71961,Automatique,16340,<150000km
Porsche,Cayenne,,8800,2004,12/04/2020,Essence,160000,Automatique,1100,<250000km
Porsche,Cayenne,,9900,2006,12/04/2020,Essence,165200,Automatique,45000,<250000km
Porsche,911,,49900,2005,11/04/2020,Essence,98000,Manuelle,85800,<150000km
Porsche,911,,49990,1996,04/02/2020,Essence,87500,Automatique,95150,<150000km
Porsche,Boxster,,12800,2001,11/04/2020,Essence,89900,Automatique,84300,<150000km
Porsche,Cayenne,,16990,2005,11/04/2020,Essence,189190,Automatique,45500,<250000km
Porsche,911,,75000,2009,11/04/2020,Essence,102000,Manuelle,71600,<150000km
Porsche,Cayenne,,23900,2008,05/02/2020,Essence,81000,Automatique,6150,<150000km
Porsche,Cayenne,,24900,2010,04/02/2020,Essence,166000,Automatique,6150,<250000km
Porsche,924,,4500,1980,11/04/2020,Essence,96899,Manuelle,85300,<150000km
Porsche,911,,74500,2008,11/04/2020,Essence,85000,Manuelle,83120,<150000km
Porsche,Cayenne,,5500,2003,11/04/2020,Essence,149000,Automatique,91130,<150000km
Porsche,Boxster,,24987,2006,11/04/2020,Essence,92000,Automatique,92250,<150000km
Porsche,911,,64900,2010,11/04/2020,Essence,77500,Automatique,74000,<150000km
Porsche,Cayenne,,9000,2004,11/04/2020,Essence,157000,Automatique,95000,<250000km
Porsche,911,,59900,1991,11/04/2020,Essence,105900,Manuelle,31000,<150000km
Porsche,Cayman,,31400,2006,11/04/2020,Essence,7000,Manuelle,44620,<50000km
Porsche,911,,57900,2009,24/01/2020,Essence,71030,Manuelle,6250,<150000km
Porsche,911,,89900,2010,21/03/2020,Essence,45500,Automatique,6250,<50000km
Porsche,911,,99900,2008,23/03/2020,Essence,15300,Manuelle,6250,<50000km
Porsche,911,,44900,2007,20/03/2020,Essence,106500,Manuelle,6250,<150000km
Porsche,968,,29900,1994,29/02/2020,Essence,117700,Manuelle,75017,<150000km
Porsche,911,,80000,1989,11/04/2020,Essence,167500,Manuelle,64600,<250000km
Porsche,911,,49000,1981,11/04/2020,Essence,82500,Manuelle,79000,<150000km
Porsche,911,,18990,2001,24/02/2020,Essence,104000,Manuelle,40130,<150000km
Porsche,Boxster,,7000,2000,11/04/2020,Essence,200000,Manuelle,34000,<250000km
Porsche,911,,79000,1997,11/04/2020,Essence,93000,Manuelle,58300,<150000km
Porsche,911,,63500,2010,15/02/2020,Essence,95600,Automatique,95160,<150000km
Porsche,911,,48700,2008,11/04/2020,Essence,119898,Automatique,67700,<150000km
Porsche,911,,63990,2010,11/04/2020,Essence,107000,Automatique,17000,<150000km
Porsche,911,,26800,1998,11/04/2020,Essence,190000,Automatique,59360,<250000km
Porsche,911,,91000,1991,29/02/2020,Essence,869,Manuelle,64600,<5000km
Porsche,Cayman,,34900,2010,29/02/2020,Essence,115000,Automatique,63190,<150000km
Porsche,Boxster,,19990,2006,24/01/2020,Essence,164950,Manuelle,49280,<250000km
Porsche,Cayenne,,22500,2010,11/04/2020,Diesel,240000,Automatique,58000,<250000km
Porsche,Cayenne,,30000,2010,11/04/2020,Hybride,120000,Automatique,78710,<150000km
Porsche,911,,66997,2010,11/04/2020,Essence,62542,Automatique,74000,<150000km
Porsche,Boxster,,17950,2000,15/02/2020,Essence,134000,Manuelle,37130,<150000km
Porsche,911,,227965,1994,11/04/2020,Essence,150850,Manuelle,6800,<250000km
Porsche,911,,54900,2009,19/02/2020,Essence,103000,Automatique,57000,<150000km
Porsche,911,,50900,2008,21/02/2020,Essence,101000,Manuelle,57000,<150000km
Porsche,Panamera,,32999,2009,06/04/2020,Essence,171750,Manuelle,71160,<250000km
Porsche,Boxster,,33900,2010,11/04/2020,Essence,37200,Manuelle,76330,<50000km
Porsche,Cayenne,,7000,2003,11/04/2020,Essence,246000,Automatique,13009,<250000km
Porsche,911,,47500,1981,11/04/2020,Diesel,146600,Manuelle,85400,<150000km
Porsche,Autres,,23600,1968,18/03/2020,Essence,1111,Manuelle,33470,<5000km
Porsche,911,,49900,1973,16/03/2020,Essence,1111,Manuelle,33470,<5000km
Porsche,911,,59900,1970,16/03/2020,Essence,1111,Manuelle,33470,<5000km
Porsche,911,,62500,1977,14/03/2020,Essence,1111,Manuelle,33470,<5000km
Porsche,911,,49900,1971,14/03/2020,Essence,11111,Manuelle,33470,<50000km
Porsche,911,,19400,1970,14/03/2020,Essence,1111,Manuelle,33470,<5000km
Porsche,911,,22990,1998,16/01/2020,Essence,167001,Manuelle,77144,<250000km
Porsche,Cayenne,,15000,2007,08/04/2020,Essence,191000,Automatique,85260,<250000km
Porsche,Cayenne,,10700,2004,11/04/2020,Essence,190000,Automatique,66650,<250000km
Porsche,911,,49980,2008,19/01/2020,Essence,86000,Manuelle,38170,<150000km
Porsche,911,,11900,1992,11/04/2020,Essence,1000,Manuelle,18000,<5000km
Porsche,Boxster,,18500,2001,11/04/2020,Essence,130000,Manuelle,44000,<150000km
Porsche,911,,39999,2005,06/07/2019,Essence,128343,Manuelle,77144,<150000km
Porsche,Cayenne,,18990,2006,22/02/2020,Essence,110168,Automatique,76140,<150000km
Porsche,911,,89900,1985,11/03/2020,Essence,89500,Manuelle,13100,<150000km
Porsche,911,,69700,1995,11/04/2020,Essence,171000,Manuelle,14600,<250000km
Porsche,Autres,,135000,1960,11/04/2020,Essence,37740,Manuelle,6700,<50000km
Porsche,911,,52993,1998,03/02/2020,Essence,155600,Manuelle,60820,<250000km
Porsche,911,,59997,2009,25/02/2020,Essence,53380,Automatique,6800,<150000km
Porsche,Cayenne,,15000,2006,11/04/2020,Essence,106000,Automatique,68440,<150000km
Porsche,911,,31900,2004,13/03/2020,Essence,118657,Automatique,56890,<150000km
Porsche,911,,33500,2002,03/03/2020,Essence,109000,Automatique,20200,<150000km
Porsche,Autres,,32000,1972,04/04/2020,Essence,78500,Manuelle,74300,<150000km
Porsche,911,,47964,1990,11/04/2020,Essence,169000,Manuelle,67000,<250000km
Porsche,Cayenne,,20690,2007,12/02/2020,Essence,116000,Automatique,24000,<150000km
Porsche,Boxster,,63990,2010,24/01/2020,Essence,49600,Manuelle,84200,<50000km
Porsche,Boxster,,27900,2007,20/02/2020,Essence,78003,Automatique,34740,<150000km
Porsche,911,,34900,2002,21/12/2019,Essence,87400,Manuelle,6110,<150000km
Porsche,911,,41990,2006,13/06/2019,Essence,113700,Manuelle,56600,<150000km
Porsche,911,,71900,1972,01/08/2019,Essence,12800,Manuelle,17200,<50000km
Porsche,Cayman,,34599,2008,02/03/2020,Essence,78985,Manuelle,67600,<150000km
Porsche,911,,42999,2008,02/03/2020,Essence,137500,Automatique,67600,<150000km
Porsche,Cayenne,,25999,2009,07/02/2020,Essence,129000,Manuelle,67600,<150000km
Porsche,Cayenne,,18999,2007,07/02/2020,Essence,98620,Automatique,67600,<150000km
Porsche,Cayenne,,20990,2009,10/04/2020,Essence,179000,Automatique,69400,<250000km
Porsche,911,,49500,2008,10/04/2020,Essence,88500,Automatique,59140,<150000km
Porsche,Cayenne,,14990,2006,28/02/2020,Essence,116000,Manuelle,69330,<150000km
Porsche,Cayenne,,20000,2006,10/04/2020,Essence,208000,Automatique,85230,<250000km
Porsche,Cayman,,26900,2007,09/04/2020,Essence,75283,Manuelle,69330,<150000km
Porsche,Boxster,,20000,2004,10/04/2020,Essence,83000,Manuelle,25000,<150000km
Porsche,911,,32990,1999,06/03/2020,Essence,68500,Automatique,75005,<150000km
Porsche,Cayenne,,18250,2009,10/04/2020,Diesel,150000,Automatique,19200,<250000km
Porsche,Cayenne,,9900,2003,21/02/2020,GPL,180000,Manuelle,34000,<250000km
Porsche,911,,44990,2005,14/03/2020,Essence,88916,Manuelle,13090,<150000km
Porsche,Boxster,,10500,2005,10/04/2020,Essence,140000,Manuelle,34000,<150000km
Porsche,911,,31997,2006,10/04/2020,Essence,179000,Automatique,34000,<250000km
Porsche,Boxster,,19990,2005,01/02/2020,Essence,139894,Manuelle,76700,<150000km
Porsche,911,,52500,1986,10/04/2020,Essence,150518,Manuelle,38640,<250000km
Porsche,911,,39900,2004,10/04/2020,Essence,82500,Manuelle,25330,<150000km
Porsche,Cayenne,,15000,2004,10/04/2020,Essence,172000,Automatique,91310,<250000km
Porsche,Cayenne,,10000,2006,10/04/2020,Essence,200000,Manuelle,35000,<250000km
Porsche,911,,46500,2006,08/03/2020,Essence,99000,Manuelle,68200,<150000km
Porsche,Cayenne,,19700,2008,18/03/2020,Essence,170859,Manuelle,75014,<250000km
Porsche,Cayman,,36900,2010,07/03/2020,Essence,58683,Automatique,75014,<150000km
Porsche,Boxster,,11700,2001,15/03/2020,Essence,190621,Manuelle,75014,<250000km
Porsche,944,,33900,1988,10/04/2020,Essence,254400,Manuelle,13100,+250000km
Porsche,911,,37900,2004,10/04/2020,Essence,148800,Manuelle,92300,<150000km
Porsche,Cayenne,,33500,2004,11/02/2020,Essence,147000,Manuelle,69002,<150000km
Porsche,911,,69990,2010,10/04/2020,Essence,51000,Automatique,33000,<150000km
Porsche,Cayenne,,29900,2009,22/03/2020,Essence,117000,Automatique,59460,<150000km
Porsche,911,,28900,2003,11/03/2020,Essence,154000,Automatique,59460,<250000km
Porsche,911,,63000,2008,28/02/2020,Essence,58000,Manuelle,44500,<150000km
Porsche,911,,59997,2007,03/03/2020,Essence,76108,Automatique,91160,<150000km
Porsche,911,,69900,2007,11/03/2020,Essence,93000,Automatique,91160,<150000km
Porsche,Panamera,,39990,2010,10/04/2020,Essence,149000,Automatique,73200,<150000km
