marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat
LAMBORGHINI,DIABLO,V12 5.7,219000,12/12/2019,ESSENCE,17100,1999,MANUELLE,78224,<50000km
FERRARI,F12 TDF,,989000,08/01/2020,ESSENCE,326,2017,AUTOMATIQUE,78224,<5000km
PORSCHE,CARRERA GT,,779000,08/01/2020,ESSENCE,21200,2006,MANUELLE,78224,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,49990,08/01/2020,ESSENCE,69000,2009,AUTOMATIQUE,78224,<150000km
MC LAREN,MP4 12C,V8 3.8,105000,09/01/2020,ESSENCE,25000,2012,AUTOMATIQUE,78224,<50000km
FERRARI,ENZO,,3190000,14/01/2020,ESSENCE,12000,2004,MANUELLE,78224,<50000km
FERRARI,488,GTB,229500,22/01/2020,ESSENCE,3500,2015,AUTOMATIQUE,78224,<5000km
PORSCHE,CARRERA GT,,879000,22/02/2020,ESSENCE,6800,2005,MANUELLE,78224,<50000km
ASTON MARTIN,VANQUISH SHOOTING BRAKE,ZAGATO,850000,25/02/2020,ESSENCE,150,2019,AUTOMATIQUE,78224,<5000km
LAMBORGHINI,COUNTACH,LP500S,339000,24/03/2020,ESSENCE,62000,1985,MANUELLE,78224,<150000km
FERRARI,F50,,2150000,06/04/2020,ESSENCE,6000,1997,MANUELLE,78224,<50000km
FERRARI,599,GTO,555000,06/04/2020,ESSENCE,2600,2011,AUTOMATIQUE,78224,<5000km
FERRARI,488,GTB,215000,06/04/2020,ESSENCE,5600,2015,AUTOMATIQUE,78224,<50000km
FERRARI,ENZO,,2750000,06/04/2020,ESSENCE,6900,2004,AUTOMATIQUE,78224,<50000km
MC LAREN,675LT,V8 3.8,350000,06/04/2020,ESSENCE,500,2016,AUTOMATIQUE,78224,<5000km
DE TOMASO,PANTERA,,88000,26/03/2020,ESSENCE,10000,1972,MANUELLE,31140,<50000km
FORD,GT40,,125000,26/04/2018,ESSENCE,3500,1971,MANUELLE,88085,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,155900,24/10/2018,ESSENCE,30200,2007,MANUELLE,31100,<50000km
FERRARI,F12,V12 6.3,228000,17/11/2018,ESSENCE,11351,2014,AUTOMATIQUE,31000,<50000km
FERRARI,488,GTB,209900,10/05/2019,ESSENCE,17158,2016,AUTOMATIQUE,31000,<50000km
FERRARI,488,GTB,209900,21/07/2019,ESSENCE,16883,2017,AUTOMATIQUE,31000,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,159900,23/10/2019,ESSENCE,30200,2007,AUTOMATIQUE,31100,<50000km
BMW,M1,,600000,13/04/2020,ESSENCE,63500,1979,-,31100,<150000km
FERRARI,F12,,187000,18/10/2019,ESSENCE,16700,2013,AUTOMATIQUE,125,<50000km
FERRARI,488,GTB,240000,26/07/2018,ESSENCE,8000,2016,AUTOMATIQUE,100,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,495000,23/12/2018,ESSENCE,3650,2018,AUTOMATIQUE,100,<5000km
LAMBORGHINI,MURCIELAGO,,97999,08/02/2019,ESSENCE,24000,2005,MANUELLE,100,<50000km
NISSAN,GT R,V6 3.8,63990,19/02/2019,ESSENCE,60000,2010,AUTOMATIQUE,191,<150000km
FERRARI,488,,185000,18/05/2019,ESSENCE,49900,2016,AUTOMATIQUE,191,<50000km
MC LAREN,570GT,V8 3.8,137000,21/06/2019,ESSENCE,19000,2017,AUTOMATIQUE,136,<50000km
MC LAREN,570GT,V8 3.8,158400,14/07/2019,ESSENCE,6900,2018,AUTOMATIQUE,175,<50000km
FERRARI,488,GTB,247900,18/10/2019,ESSENCE,2040,2016,AUTOMATIQUE,100,<5000km
FERRARI,488,GTB,252900,18/10/2019,ESSENCE,96,2016,AUTOMATIQUE,100,<5000km
NISSAN,GT R,V6 3.8,47500,18/10/2019,ESSENCE,50000,2009,AUTOMATIQUE,189,<150000km
LAMBORGHINI,MURCIELAGO,LP640 4,176900,19/10/2019,ESSENCE,39900,2008,AUTOMATIQUE,100,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,71900,19/10/2019,ESSENCE,65500,2012,AUTOMATIQUE,100,<150000km
NISSAN,GT R,V6 3.8,99000,27/10/2019,ESSENCE,9000,2020,AUTOMATIQUE,136,<50000km
FERRARI,812 SUPERFAST,,279000,04/11/2019,ESSENCE,39000,2019,AUTOMATIQUE,136,<50000km
MERCEDES,SLR MCLAREN,,290000,15/11/2019,ESSENCE,8000,2008,AUTOMATIQUE,100,<50000km
FERRARI,488,GTB,205000,26/11/2019,ESSENCE,28000,2016,AUTOMATIQUE,121,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,85470,12/12/2019,ESSENCE,11000,2018,AUTOMATIQUE,100,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,79990,12/12/2019,ESSENCE,23500,2018,AUTOMATIQUE,100,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,85470,13/12/2019,ESSENCE,11000,2018,AUTOMATIQUE,100,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,208500,13/12/2019,ESSENCE,14040,2007,-,161,<50000km
FERRARI,488,GTB,182000,21/12/2019,ESSENCE,26000,2016,AUTOMATIQUE,100,<50000km
FERRARI,F12,,234000,16/01/2020,ESSENCE,13000,2015,AUTOMATIQUE,197,<50000km
FERRARI,F8 SPIDER,,370000,18/01/2020,ESSENCE,10,2020,AUTOMATIQUE,100,<5000km
FERRARI,F8 TRIBUTO,,298000,18/01/2020,ESSENCE,10,2020,AUTOMATIQUE,100,<5000km
FERRARI,F8 TRIBUTO,,370000,18/01/2020,ESSENCE,10,2020,AUTOMATIQUE,100,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,64000,24/01/2020,ESSENCE,60000,2010,AUTOMATIQUE,100,<150000km
NISSAN,GT R,V6 3.8,64000,25/01/2020,ESSENCE,60000,2010,AUTOMATIQUE,199,<150000km
FERRARI,488,GTB,210000,04/02/2020,ESSENCE,3685,2016,AUTOMATIQUE,100,<5000km
LAMBORGHINI,MURCIELAGO,,130000,06/02/2020,ESSENCE,12500,2004,MANUELLE,197,<50000km
FERRARI,F12,,174900,17/02/2020,ESSENCE,49000,2012,AUTOMATIQUE,136,<50000km
FERRARI,488,,259990,26/02/2020,ESSENCE,600,2018,AUTOMATIQUE,156,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,86800,11/03/2020,ESSENCE,11500,2018,AUTOMATIQUE,175,<50000km
FERRARI,F12,,205000,31/03/2020,ESSENCE,29000,2016,AUTOMATIQUE,137,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,289000,09/04/2020,ESSENCE,19000,2016,AUTOMATIQUE,136,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,295000,09/04/2020,ESSENCE,17900,2015,AUTOMATIQUE,175,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,84990,13/04/2020,ESSENCE,300,2020,AUTOMATIQUE,88046,<5000km
FERRARI,812 SUPERFAST,,319000,07/01/2020,ESSENCE,3100,2019,AUTOMATIQUE,31046,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,149000,01/06/2018,ESSENCE,13850,2013,AUTOMATIQUE,68127,<50000km
FERRARI,488,GTB,240000,15/01/2020,ESSENCE,40000,2017,AUTOMATIQUE,132,<50000km
NISSAN,SKYLINE,GT RNISMO,33000,13/02/2020,ESSENCE,120000,1998,MANUELLE,88175,<150000km
FERRARI,488,GTB,195990,20/01/2019,ESSENCE,21500,2016,AUTOMATIQUE,82000,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,112000,09/03/2020,ESSENCE,10200,2002,MANUELLE,8140,<50000km
WIESMANN,MF3,V6 3.2,79500,14/07/2018,ESSENCE,25000,1999,MANUELLE,79111,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,329900,11/04/2020,ESSENCE,18200,2018,MANUELLE,79111,<50000km
WIESMANN,ROADSTER MF5,V8 4.4,299900,07/07/2018,ESSENCE,3300,2014,AUTOMATIQUE,88074,<5000km
WIESMANN,ROADSTER MF4,V8 4.8,139900,07/07/2018,ESSENCE,6000,2008,AUTOMATIQUE,88074,<50000km
WIESMANN,GT MF5,,299900,09/07/2018,ESSENCE,3300,2014,AUTOMATIQUE,88074,<5000km
WIESMANN,GT MF4,V8 4.8,139900,09/07/2018,ESSENCE,6000,2008,AUTOMATIQUE,88074,<50000km
WIESMANN,MF3,V6 3.2,104500,14/07/2018,ESSENCE,184000,2004,AUTOMATIQUE,88074,<250000km
WIESMANN,MF3,V6 3.2,135500,29/08/2018,ESSENCE,47000,2008,MANUELLE,88074,<50000km
WIESMANN,ROADSTER MF5,,329000,28/09/2018,ESSENCE,26000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,ROADSTER MF4,V8 4.4,189500,29/09/2018,ESSENCE,13000,2011,AUTOMATIQUE,88074,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,99000,30/11/2018,ESSENCE,79900,2003,AUTOMATIQUE,88074,<150000km
WIESMANN,ROADSTER MF5,,299000,01/03/2019,ESSENCE,18000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,MF3,V6 3.2,129900,11/03/2019,ESSENCE,71000,2008,MANUELLE,88074,<150000km
WIESMANN,ROADSTER MF4,V8 4.8,197500,30/04/2019,ESSENCE,14000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,MF3,V6 3.2,127500,04/06/2019,ESSENCE,62000,2008,AUTOMATIQUE,88074,<150000km
WIESMANN,GT MF5,,269000,17/07/2019,ESSENCE,25000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,ROADSTER MF5,,269000,17/07/2019,ESSENCE,25000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,ROADSTER MF5,,289000,20/07/2019,ESSENCE,16000,2008,AUTOMATIQUE,88074,<50000km
WIESMANN,ROADSTER MF4,V8 4.8,199500,05/08/2019,ESSENCE,23000,2010,AUTOMATIQUE,88074,<50000km
WIESMANN,MF3,V6 3.2,142500,10/09/2019,ESSENCE,28000,2010,MANUELLE,88074,<50000km
WIESMANN,MF3,V6 3.2,137900,10/09/2019,ESSENCE,27000,2008,MANUELLE,88074,<50000km
WIESMANN,MF3,V6 3.2,124500,10/09/2019,ESSENCE,17000,2004,MANUELLE,88074,<50000km
WIESMANN,MF3,V6 3.2,124500,10/09/2019,ESSENCE,56000,2004,MANUELLE,88074,<150000km
WIESMANN,MF3,V6 3.2,114500,10/09/2019,ESSENCE,58000,2001,MANUELLE,88074,<150000km
MC LAREN,720S,V8 4.0,229000,18/09/2019,ESSENCE,3200,2018,AUTOMATIQUE,88074,<5000km
WIESMANN,MF3,V6 3.2,124500,23/10/2019,ESSENCE,31000,2005,AUTOMATIQUE,88074,<50000km
WIESMANN,MF3,V6 3.2,129000,25/10/2019,ESSENCE,60000,2008,AUTOMATIQUE,88074,<150000km
WIESMANN,ROADSTER MF5,,199999,14/11/2019,ESSENCE,56000,2008,AUTOMATIQUE,88074,<150000km
WIESMANN,ROADSTER MF5,,289000,20/03/2020,ESSENCE,30000,2010,AUTOMATIQUE,88074,<50000km
MC LAREN,600LT,V8 3.8,238000,03/07/2019,ESSENCE,1500,2019,AUTOMATIQUE,88094,<5000km
MC LAREN,675LT,V8 3.8,288675,01/12/2019,ESSENCE,34,2016,AUTOMATIQUE,88094,<5000km
MERCEDES,SLR MCLAREN,,289000,04/01/2019,ESSENCE,12379,2005,AUTOMATIQUE,78351,<50000km
FERRARI,F8 TRIBUTO,,236215,02/07/2019,ESSENCE,90,2020,AUTOMATIQUE,78351,<5000km
FERRARI,F8 SPIDER,,260491,08/11/2019,ESSENCE,90,2020,AUTOMATIQUE,78351,<5000km
FERRARI,F8 TRIBUTO,,285600,26/02/2020,ESSENCE,90,2020,AUTOMATIQUE,78351,<5000km
FERRARI,488 PISTA SPIDER,,495040,26/03/2020,ESSENCE,90,2020,AUTOMATIQUE,78351,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,44900,30/01/2020,ESSENCE,49300,2009,AUTOMATIQUE,134,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,56990,06/04/2020,ESSENCE,48650,2013,AUTOMATIQUE,78183,<50000km
NISSAN,GT R,BLACK EDITION,56990,06/04/2020,ESSENCE,48650,2013,AUTOMATIQUE,78183,<50000km
LOTUS,3 ELEVEN,,114900,14/01/2020,ESSENCE,10,2020,MANUELLE,78333,<5000km
LAMBORGHINI,DIABLO,V12 5.7,320000,24/04/2018,ESSENCE,65000,1993,MANUELLE,30020,<150000km
LAMBORGHINI,MURCIELAGO,,215000,24/04/2018,ESSENCE,31000,2004,-,30020,<50000km
LAMBORGHINI,COUNTACH,,495000,11/12/2019,ESSENCE,30800,1982,MANUELLE,87527,<50000km
NISSAN,SKYLINE,GT R,69900,13/04/2020,ESSENCE,33000,1994,MANUELLE,79108,<50000km
DE TOMASO,PANTERA,,95000,09/10/2019,ESSENCE,35000,1972,MANUELLE,68920,<50000km
WIESMANN,MF3,V6 3.2,165000,26/09/2018,ESSENCE,2200,2012,MANUELLE,79194,<5000km
BMW,M1,,825000,02/04/2019,ESSENCE,13480,1981,MANUELLE,79194,<50000km
LAMBORGHINI,MURCIELAGO,,148000,11/12/2019,ESSENCE,31000,2004,MANUELLE,12,<50000km
FERRARI,F12,,178900,17/05/2019,ESSENCE,18000,2013,AUTOMATIQUE,8205,<50000km
MC LAREN,570S,V8 3.8,149999,27/03/2020,ESSENCE,20000,2016,AUTOMATIQUE,8205,<50000km
NISSAN,GT R,PREMIUM EDITION,70500,15/01/2020,ESSENCE,14974,2017,AUTOMATIQUE,8019,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,96000,25/01/2020,ESSENCE,6000,2019,AUTOMATIQUE,8018,<50000km
WIESMANN,ROADSTER MF5,,286900,24/11/2018,ESSENCE,17600,2009,AUTOMATIQUE,78532,<50000km
NISSAN,GT R,,70000,23/02/2020,ESSENCE,58000,2010,AUTOMATIQUE,78532,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,69990,13/03/2020,ESSENCE,54999,2014,AUTOMATIQUE,8930,<150000km
FERRARI,F12,,209900,05/04/2019,ESSENCE,29900,2016,AUTOMATIQUE,8001,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,85000,12/10/2019,ESSENCE,17100,2017,AUTOMATIQUE,8001,<50000km
FERRARI,488,GTB,229900,06/12/2019,ESSENCE,8500,2018,AUTOMATIQUE,8001,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,299900,24/12/2019,ESSENCE,9000,2015,AUTOMATIQUE,8001,<50000km
MC LAREN,570S,V8 3.8,174900,02/01/2020,ESSENCE,14500,2018,AUTOMATIQUE,8001,<50000km
NISSAN,GT R,,79000,13/01/2020,ESSENCE,54000,2011,AUTOMATIQUE,8001,<150000km
MC LAREN,720S,V8 4.0,235900,13/01/2020,ESSENCE,25000,2018,AUTOMATIQUE,8001,<50000km
NISSAN,GT R,PRESTIGE,74990,14/01/2020,ESSENCE,58000,2016,AUTOMATIQUE,8001,<150000km
LAMBORGHINI,AVENTADOR,V12 6.5,379900,12/02/2020,ESSENCE,3250,2018,AUTOMATIQUE,8001,<5000km
NISSAN,GT R,V6 3.8,96000,14/02/2020,ESSENCE,6000,2019,AUTOMATIQUE,8001,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,69900,20/02/2020,ESSENCE,57000,2015,AUTOMATIQUE,8001,<150000km
NISSAN,GT R,V6 3.8,116453,24/02/2020,ESSENCE,-,2019,AUTOMATIQUE,8001,NC
FERRARI,488,GTB,204000,27/02/2020,ESSENCE,5000,2018,AUTOMATIQUE,8001,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,88000,27/02/2020,ESSENCE,17358,2017,AUTOMATIQUE,8001,<50000km
MC LAREN,GT,V8 4.0,254900,10/03/2020,-,10,2020,AUTOMATIQUE,8001,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,65990,11/03/2020,ESSENCE,54000,2014,AUTOMATIQUE,8001,<150000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,555000,08/04/2020,ESSENCE,100,2020,AUTOMATIQUE,8001,<5000km
NISSAN,GT R,V6 3.8,74990,08/04/2020,ESSENCE,58000,2016,AUTOMATIQUE,8001,<150000km
NISSAN,GT R,V6 3.8,93900,08/02/2019,ESSENCE,10,2020,AUTOMATIQUE,47,<5000km
FERRARI,488,GTB,229997,25/09/2019,ESSENCE,3018,2016,AUTOMATIQUE,40,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,209000,24/01/2019,ESSENCE,15000,2016,AUTOMATIQUE,8038,<50000km
FERRARI,488,GTB,219000,04/09/2019,ESSENCE,26400,2017,AUTOMATIQUE,8038,<50000km
FERRARI,F12,,199900,02/10/2019,ESSENCE,27990,2015,AUTOMATIQUE,8038,<50000km
FERRARI,812 SUPERFAST,,379000,04/12/2019,ESSENCE,1500,2019,AUTOMATIQUE,8038,<5000km
FERRARI,812 SUPERFAST,,364900,04/12/2019,ESSENCE,16000,2019,AUTOMATIQUE,8038,<50000km
MC LAREN,720S,V8 4.0,229900,13/07/2018,ESSENCE,18000,2018,AUTOMATIQUE,8173,<50000km
MC LAREN,720S,V8 4.0,259900,19/02/2019,ESSENCE,3500,2018,AUTOMATIQUE,8173,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,399000,27/04/2019,ESSENCE,4000,2018,AUTOMATIQUE,8173,<5000km
FERRARI,F12,,189900,24/05/2019,ESSENCE,20000,2013,AUTOMATIQUE,8173,<50000km
FERRARI,488,GTB,261900,21/09/2019,ESSENCE,16000,2018,AUTOMATIQUE,8173,<50000km
FERRARI,488,GTB,208900,02/10/2019,ESSENCE,12500,2016,AUTOMATIQUE,8173,<50000km
MC LAREN,MP4 12C,V8 3.8,129000,06/12/2019,ESSENCE,18000,2014,AUTOMATIQUE,8173,<50000km
FERRARI,F12,NOVITEC,179900,29/01/2020,ESSENCE,34000,2013,AUTOMATIQUE,8173,<50000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,555000,11/02/2020,ESSENCE,4999,2020,AUTOMATIQUE,8173,<5000km
MC LAREN,570S,V8 3.8,154900,26/02/2020,ESSENCE,24000,2016,AUTOMATIQUE,8173,<50000km
MC LAREN,570S,V8 3.8,159900,29/02/2020,ESSENCE,37000,2018,AUTOMATIQUE,8173,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,72900,08/04/2020,ESSENCE,43000,2015,AUTOMATIQUE,8173,<50000km
LAMBORGHINI,MURCIELAGO,,173480,19/10/2019,ESSENCE,33980,2005,AUTOMATIQUE,41,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,63200,19/10/2019,ESSENCE,63500,2012,AUTOMATIQUE,41,<150000km
PORSCHE,CARRERA GT,,777777,30/01/2019,ESSENCE,9000,2006,MANUELLE,8034,<50000km
FORD,GT40,,199999,10/01/2020,-,-,1967,-,79361,NC
FERRARI,488,GTB,173299,14/01/2020,ESSENCE,28000,2015,AUTOMATIQUE,78054,<50000km
MC LAREN,570S SPIDER,V8 3.8,189900,06/06/2018,ESSENCE,19000,2018,AUTOMATIQUE,8960,<50000km
MC LAREN,720S,V8 4.0,284900,05/02/2020,ESSENCE,2100,2019,AUTOMATIQUE,8960,<5000km
MC LAREN,600LT,V8 3.8,274900,12/03/2020,ESSENCE,1510,2019,AUTOMATIQUE,8960,<5000km
MC LAREN,GT,V8 4.0,264900,12/03/2020,-,2800,2020,AUTOMATIQUE,8960,<5000km
MC LAREN,600LT,V8 3.8,238370,13/03/2020,ESSENCE,1510,2019,MANUELLE,8960,<5000km
MC LAREN,600LT,V8 3.8,381029,14/03/2020,ESSENCE,10,2020,AUTOMATIQUE,8960,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,219870,19/10/2019,ESSENCE,37621,2014,AUTOMATIQUE,78647,<50000km
LAMBORGHINI,DIABLO,V12 5.7,195492,10/12/2019,ESSENCE,100,1992,MANUELLE,33170,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,75500,11/12/2019,ESSENCE,34900,2011,AUTOMATIQUE,8040,<50000km
FERRARI,488,GTB,199990,30/11/2018,ESSENCE,16000,2017,AUTOMATIQUE,88650,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,69990,12/02/2020,ESSENCE,22000,2014,AUTOMATIQUE,88650,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,55000,12/03/2019,ESSENCE,64999,2009,AUTOMATIQUE,8292,<150000km
LAMBORGHINI,DIABLO,V12 6.0,270000,04/03/2020,ESSENCE,26000,2000,MANUELLE,62100,<50000km
LAMBORGHINI,COUNTACH,,375000,04/03/2020,ESSENCE,21500,1989,MANUELLE,62100,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,222000,18/02/2020,ESSENCE,26200,2008,AUTOMATIQUE,62010,<50000km
MC LAREN,720S,V8 4.0,189990,26/10/2019,ESSENCE,19500,2017,AUTOMATIQUE,87439,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,298900,18/06/2019,ESSENCE,22200,2011,AUTOMATIQUE,6020,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,298900,18/06/2019,ESSENCE,-,-,-,6020,NC
FORD,GT,V8 5.4,375840,26/02/2020,ESSENCE,23000,2006,MANUELLE,6020,<50000km
LAMBORGHINI,DIABLO,V12 5.7,357000,24/01/2019,ESSENCE,38900,1999,MANUELLE,88410,<50000km
NISSAN,SKYLINE,GT R,45000,23/03/2020,ESSENCE,82684,2008,AUTOMATIQUE,88410,<150000km
FERRARI,F12,,159900,06/03/2020,ESSENCE,60750,2014,AUTOMATIQUE,77971,<150000km
NISSAN,GT R,V6 3.8PRESTIGE,79900,21/03/2020,ESSENCE,21156,2019,AUTOMATIQUE,72355,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,79900,11/04/2020,ESSENCE,21156,2017,AUTOMATIQUE,72355,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,89990,04/03/2020,ESSENCE,10,2020,AUTOMATIQUE,88427,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,90990,04/03/2020,ESSENCE,10,2020,AUTOMATIQUE,88427,<5000km
FERRARI,F12,,590000,31/01/2019,ESSENCE,89,2018,AUTOMATIQUE,67230,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,74990,05/09/2019,ESSENCE,58000,2016,AUTOMATIQUE,8700,<150000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,549900,05/02/2020,ESSENCE,4999,2019,AUTOMATIQUE,8870,<5000km
FERRARI,488,,235900,22/03/2020,ESSENCE,25000,2018,AUTOMATIQUE,8870,<50000km
FERRARI,488,GTB,220000,09/04/2019,ESSENCE,5500,2017,AUTOMATIQUE,4100,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,51990,09/04/2020,ESSENCE,98000,2009,AUTOMATIQUE,18390,<150000km
FERRARI,488,GTB,189000,07/04/2019,ESSENCE,32000,2016,AUTOMATIQUE,67640,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,62900,14/05/2019,ESSENCE,32000,2013,AUTOMATIQUE,67640,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,62900,14/05/2019,ESSENCE,32000,2014,AUTOMATIQUE,67640,<50000km
FERRARI,488,,267900,04/06/2019,ESSENCE,6800,2018,AUTOMATIQUE,67640,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,64900,18/10/2019,ESSENCE,32000,2014,AUTOMATIQUE,67640,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,59900,30/01/2020,ESSENCE,54000,2012,AUTOMATIQUE,67640,<150000km
FORD,GT,V8 5.4,330000,30/01/2020,ESSENCE,650,2006,MANUELLE,67640,<5000km
LAMBORGHINI,HURACAN SPYDER,PERFORMANTEV10 5.2,295800,12/03/2020,ESSENCE,4700,2019,AUTOMATIQUE,67640,<5000km
MC LAREN,600LT,V8 3.8,243950,22/02/2019,ESSENCE,30,2020,AUTOMATIQUE,72379,<5000km
MC LAREN,SENNA,V8 4.0,1154300,12/10/2019,ESSENCE,55,2020,AUTOMATIQUE,72379,<5000km
FERRARI,812 SUPERFAST,,362949,19/10/2019,ESSENCE,30,2020,AUTOMATIQUE,72379,<5000km
MC LAREN,720S,V8 4.0,287980,14/02/2020,ESSENCE,50,2020,AUTOMATIQUE,72379,<5000km
FERRARI,MONZA SP2,,3332000,22/02/2020,ESSENCE,30,2020,AUTOMATIQUE,72379,<5000km
MC LAREN,SENNA,V8 4.0,1963500,10/03/2020,ESSENCE,65,2020,AUTOMATIQUE,72379,<5000km
FERRARI,812 SUPERFAST,,379609,19/03/2020,ESSENCE,30,2020,AUTOMATIQUE,72379,<5000km
MC LAREN,600LT,V8 3.8,296310,01/04/2020,ESSENCE,30,2020,AUTOMATIQUE,72379,<5000km
FERRARI,ENZO,,2600000,24/01/2020,ESSENCE,9870,2004,MANUELLE,6130,<50000km
MERCEDES,SLR MCLAREN,722 EDITION,580000,31/07/2019,ESSENCE,15157,2006,AUTOMATIQUE,72280,<50000km
LAMBORGHINI,COUNTACH,,300000,13/11/2019,ESSENCE,9998,1989,MANUELLE,72280,<50000km
FERRARI,488,GTB,176990,09/01/2020,ESSENCE,35000,2016,AUTOMATIQUE,86956,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,202700,16/03/2020,ESSENCE,42000,2011,AUTOMATIQUE,86956,<50000km
FERRARI,488,GTB,199700,12/03/2020,ESSENCE,21410,2015,AUTOMATIQUE,67960,<50000km
LAMBORGHINI,MURCIELAGO,,120000,08/02/2019,ESSENCE,48000,2006,AUTOMATIQUE,3013,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,97900,01/12/2019,ESSENCE,50,2020,-,3013,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,74990,09/03/2020,ESSENCE,32900,2017,-,3013,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,99900,09/03/2020,ESSENCE,10,2020,-,3013,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,349880,15/02/2020,ESSENCE,14000,2018,AUTOMATIQUE,67120,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,79990,25/09/2019,ESSENCE,19900,2014,AUTOMATIQUE,6200,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,53900,22/11/2019,ESSENCE,79000,2012,AUTOMATIQUE,54360,<150000km
FERRARI,812 SUPERFAST,,299000,18/09/2019,ESSENCE,4911,2018,AUTOMATIQUE,33100,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,279000,11/12/2019,ESSENCE,26265,2012,AUTOMATIQUE,33100,<50000km
FERRARI,F12,,198000,23/03/2020,ESSENCE,32952,2014,AUTOMATIQUE,33100,<50000km
NISSAN,GT R,V6 3.8TRACK EDITION,80000,07/04/2020,ESSENCE,20500,2015,AUTOMATIQUE,33100,<50000km
FERRARI,812 SUPERFAST,,299000,27/01/2020,ESSENCE,3000,2018,AUTOMATIQUE,67800,<5000km
FERRARI,F12,,195000,20/02/2020,ESSENCE,40900,2013,AUTOMATIQUE,67800,<50000km
FERRARI,812 SUPERFAST,,370000,24/02/2020,ESSENCE,190,2019,AUTOMATIQUE,67800,<5000km
NISSAN,GT R,V6 3.8NISMO,114000,01/02/2019,ESSENCE,10,2020,AUTOMATIQUE,33010,<5000km
NISSAN,GT R,V6 3.8NISMO,104000,01/02/2019,ESSENCE,10,2020,AUTOMATIQUE,33010,<5000km
NISSAN,GT R,V6 3.8NISMO,105500,17/09/2019,ESSENCE,10,2020,AUTOMATIQUE,33010,<5000km
NISSAN,GT R,V6 3.8,93900,15/02/2020,ESSENCE,3100,2019,AUTOMATIQUE,33010,<5000km
