marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat
FERRARI,812 SUPERFAST,,293276,02/04/2020,ESSENCE,3900,2018,AUTOMATIQUE,1228,<5000km
FERRARI,488,,425982,02/04/2020,ESSENCE,23000,2019,-,1228,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,94568,29/12/2019,ESSENCE,23000,2005,AUTOMATIQUE,6900,<50000km
FERRARI,488 PISTA SPIDER,,661692,21/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6900,<5000km
MC LAREN,720S,V8 4.0,222457,05/04/2020,ESSENCE,10000,2018,AUTOMATIQUE,6900,<50000km
FERRARI,488,GTB,195000,08/09/2018,ESSENCE,14200,2016,AUTOMATIQUE,26030,<50000km
LAMBORGHINI,DIABLO,V12 6.0,229000,19/02/2019,ESSENCE,56900,2000,MANUELLE,26030,<150000km
FERRARI,F12,,170000,19/04/2019,ESSENCE,57000,2013,AUTOMATIQUE,26030,<150000km
FERRARI,F12,,199000,24/08/2019,ESSENCE,52500,2013,AUTOMATIQUE,26030,<150000km
FERRARI,812 SUPERFAST,,359000,27/08/2019,ESSENCE,900,2019,AUTOMATIQUE,26030,<5000km
FERRARI,488,GTB,208000,15/11/2019,ESSENCE,29000,2017,AUTOMATIQUE,26030,<50000km
LAMBORGHINI,DIABLO,V12 6.0,229000,22/01/2020,ESSENCE,88000,2000,MANUELLE,26030,<150000km
FERRARI,488,GTB,185000,22/01/2020,ESSENCE,32000,2016,MANUELLE,26030,<50000km
FERRARI,488,GTB,215000,22/01/2020,ESSENCE,29000,2017,MANUELLE,26030,<50000km
FERRARI,812 SUPERFAST,,360000,12/03/2020,ESSENCE,3300,2018,AUTOMATIQUE,26030,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,59543,26/01/2019,ESSENCE,76800,2014,AUTOMATIQUE,1893,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,61436,21/01/2020,ESSENCE,75000,2014,AUTOMATIQUE,1893,<150000km
FERRARI,488,GTB,212991,14/06/2019,ESSENCE,2500,2018,AUTOMATIQUE,1212,<5000km
FERRARI,488,GTB,227171,18/06/2019,ESSENCE,2500,2018,AUTOMATIQUE,1212,<5000km
LOTUS,3 ELEVEN,V6 3.5,85182,14/12/2019,ESSENCE,25,2018,MANUELLE,1212,<5000km
LOTUS,3 ELEVEN,V6 3.5,85182,17/12/2019,ESSENCE,25,2020,MANUELLE,1212,<5000km
LOTUS,3 ELEVEN,V6 3.5,85182,29/02/2020,ESSENCE,2200,2018,MANUELLE,1212,<5000km
DE TOMASO,PANTERA,,108862,25/11/2018,-,65000,1974,MANUELLE,1287,<150000km
NISSAN,GT R,,51970,03/06/2019,ESSENCE,69000,2010,AUTOMATIQUE,1227,<150000km
FERRARI,812 SUPERFAST,,317120,26/01/2020,ESSENCE,1990,2018,AUTOMATIQUE,6928,<5000km
FERRARI,F12,,264109,12/09/2019,ESSENCE,11000,2016,AUTOMATIQUE,1860,<50000km
WIESMANN,GT MF4,,179764,30/11/2019,ESSENCE,27800,2017,MANUELLE,1860,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,47142,09/04/2019,ESSENCE,30160,2010,AUTOMATIQUE,1213,<50000km
MC LAREN,MP4 12C,V8 3.8,141047,29/12/2019,ESSENCE,15000,2012,AUTOMATIQUE,1213,<50000km
LAMBORGHINI,DIABLO,,653077,02/03/2020,ESSENCE,1000,2000,MANUELLE,1213,<5000km
LAMBORGHINI,DIABLO,V12 6.0,397488,02/03/2020,ESSENCE,14000,2002,MANUELLE,1213,<50000km
MC LAREN,MP4 12C,V8 3.8,131581,04/03/2020,ESSENCE,16000,2012,AUTOMATIQUE,1213,<50000km
LAMBORGHINI,MURCIELAGO,LP580 4,155000,31/07/2019,ESSENCE,40000,2005,AUTOMATIQUE,42028,<50000km
NISSAN,GT R,V6 3.8,55000,14/02/2020,ESSENCE,49000,2009,AUTOMATIQUE,42028,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,109714,13/10/2018,ESSENCE,3200,2019,AUTOMATIQUE,6963,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,151459,18/10/2019,ESSENCE,18000,2016,AUTOMATIQUE,6963,<50000km
NISSAN,GT R,V6 3.8,110897,22/10/2019,ESSENCE,10,2019,AUTOMATIQUE,6963,<5000km
NISSAN,GT R,,44482,19/12/2019,ESSENCE,60000,2010,AUTOMATIQUE,1207,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,85195,02/04/2020,ESSENCE,28600,2017,AUTOMATIQUE,6930,<50000km
WIESMANN,GT MF4,,132433,04/04/2020,ESSENCE,52210,2010,AUTOMATIQUE,1201,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION4X4,67900,06/08/2018,ESSENCE,17200,2012,AUTOMATIQUE,69500,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,133000,16/09/2019,ESSENCE,27900,2005,AUTOMATIQUE,23900,<50000km
FERRARI,488,,234000,08/02/2020,ESSENCE,16000,2016,AUTOMATIQUE,23900,<50000km
LAMBORGHINI,MURCIELAGO,,127700,04/07/2019,ESSENCE,65000,2002,MANUELLE,6964,<150000km
MC LAREN,570GT,V8 3.8,189231,10/09/2019,ESSENCE,10,2018,AUTOMATIQUE,6964,<5000km
MC LAREN,570GT,V8 3.8,189231,12/03/2020,ESSENCE,4500,2018,AUTOMATIQUE,6964,<5000km
MC LAREN,675LT,V8 3.8,246123,14/06/2019,ESSENCE,11500,2016,AUTOMATIQUE,1202,<50000km
MC LAREN,650S,V8 3.8,169446,13/09/2019,ESSENCE,700,2015,AUTOMATIQUE,1202,<5000km
MC LAREN,MP4 12C,V8 3.8,108862,18/09/2019,ESSENCE,30000,2012,AUTOMATIQUE,1202,<50000km
MC LAREN,675LT,V8 3.8,254642,26/09/2019,ESSENCE,17000,2016,AUTOMATIQUE,1202,<50000km
MC LAREN,720S,V8 4.0,216777,30/09/2019,ESSENCE,4000,2018,AUTOMATIQUE,1202,<5000km
MC LAREN,GT,V8 4.0,255494,01/02/2020,-,25,2020,AUTOMATIQUE,1202,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,37770,13/02/2020,ESSENCE,110500,2009,AUTOMATIQUE,1214,<150000km
ASTON MARTIN,VANQUISH,V12 5.9,110000,25/08/2019,ESSENCE,49000,2001,AUTOMATIQUE,41026,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,132433,14/01/2020,ESSENCE,26580,2014,AUTOMATIQUE,1216,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION4X4,109000,18/05/2019,ESSENCE,10,2020,AUTOMATIQUE,25030,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION4X4,104200,24/01/2020,ESSENCE,10,2020,AUTOMATIQUE,25030,<5000km
NISSAN,GT R,V6 3.8,104200,29/01/2020,ESSENCE,10,2020,MANUELLE,25030,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,74900,04/10/2019,ESSENCE,26000,2015,AUTOMATIQUE,69530,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,90000,13/12/2018,ESSENCE,-,-,-,51100,NC
ASTON MARTIN,VANQUISH,V12 5.9,105000,19/10/2019,ESSENCE,64000,2001,AUTOMATIQUE,51100,<150000km
ASTON MARTIN,VANQUISH,V12 5.9,90000,04/12/2019,ESSENCE,64000,2001,AUTOMATIQUE,51100,<150000km
ASTON MARTIN,VANQUISH,V12 5.9,158000,04/12/2019,ESSENCE,15262,2016,AUTOMATIQUE,51100,<50000km
PAGANI,HUAYRA ROADSTER,,3300000,10/01/2020,-,20,2019,-,1242,<5000km
LAMBORGHINI,COUNTACH,,450000,01/01/2020,ESSENCE,28000,1986,MANUELLE,41028,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,462900,21/11/2019,ESSENCE,4900,2017,AUTOMATIQUE,1217,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,124103,01/02/2020,ESSENCE,10,2020,AUTOMATIQUE,1217,<5000km
NISSAN,GT R,V6 3.8,44397,16/03/2020,ESSENCE,65500,2010,AUTOMATIQUE,1217,<150000km
FORD,GT,V8 5.4COLLECTION,289500,06/07/2019,ESSENCE,25381,2005,MANUELLE,1120,<50000km
FORD,GT,V8 5.4,289500,10/07/2019,-,25381,2005,MANUELLE,1120,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,180000,07/02/2019,ESSENCE,5200,2017,AUTOMATIQUE,42000,<50000km
FERRARI,F12,,245000,13/09/2019,ESSENCE,1750,2013,AUTOMATIQUE,42000,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,180000,09/02/2020,ESSENCE,4200,2017,AUTOMATIQUE,42000,<5000km
LAMBORGHINI,COUNTACH,,899295,20/09/2019,ESSENCE,32000,1985,MANUELLE,6616,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,156193,06/02/2020,ESSENCE,25000,2007,AUTOMATIQUE,6802,<50000km
NISSAN,GT R,V6 3.8,49900,07/12/2019,ESSENCE,86000,-,AUTOMATIQUE,42350,<150000km
FERRARI,812 SUPERFAST,,279255,07/03/2020,ESSENCE,6900,2018,AUTOMATIQUE,3784,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,47330,26/06/2019,ESSENCE,77000,2009,AUTOMATIQUE,6572,<150000km
NISSAN,GT R,,47330,12/12/2019,ESSENCE,75000,2009,AUTOMATIQUE,6572,<150000km
NISSAN,GT R,V6 3.8,47237,19/12/2019,ESSENCE,80000,2008,AUTOMATIQUE,6572,<150000km
LAMBORGHINI,COUNTACH,,299990,04/09/2019,ESSENCE,17312,1989,-,25031,<50000km
MC LAREN,720S,V8 4.0,283041,28/04/2018,ESSENCE,3900,2017,AUTOMATIQUE,6593,<5000km
MC LAREN,570S SPIDER,V8 3.8,226244,10/05/2018,ESSENCE,350,2019,AUTOMATIQUE,6593,<5000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,397583,05/08/2018,ESSENCE,8000,2015,AUTOMATIQUE,6593,<50000km
MC LAREN,570S SPIDER,V8 3.8,184592,20/12/2018,ESSENCE,6900,2018,AUTOMATIQUE,6593,<50000km
MC LAREN,570S,V8 3.8,194058,17/04/2019,ESSENCE,250,2019,AUTOMATIQUE,6593,<5000km
MC LAREN,600LT,V8 3.8,264109,21/10/2019,ESSENCE,150,2019,AUTOMATIQUE,6593,<5000km
MC LAREN,600LT,V8 3.8,264109,23/10/2019,ESSENCE,150,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,570S,V8 3.8,194058,09/11/2019,ESSENCE,250,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,GT,V8 4.0,244230,01/12/2019,-,200,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,600LT,V8 3.8,330372,08/01/2020,ESSENCE,50,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,600LT,V8 3.8,330372,10/01/2020,ESSENCE,50,2019,AUTOMATIQUE,6593,<5000km
MC LAREN,GT,V8 4.0,266002,01/02/2020,-,80,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,GT,V8 4.0,261269,01/02/2020,-,80,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,720S,V8 4.0,229083,08/02/2020,ESSENCE,9900,2018,AUTOMATIQUE,6593,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,558509,11/02/2020,ESSENCE,100,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,570S SPIDER,V8 3.8,178912,03/03/2020,ESSENCE,17000,2017,AUTOMATIQUE,6593,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,75683,07/03/2020,ESSENCE,94000,2013,AUTOMATIQUE,6593,<150000km
ASTON MARTIN,VANQUISH,V12 5.9,113500,08/03/2020,ESSENCE,29000,2006,AUTOMATIQUE,6593,<50000km
MC LAREN,720S,V8 4.0,231923,12/03/2020,ESSENCE,9900,-,MANUELLE,6593,<50000km
MC LAREN,570S,V8 3.8,178912,12/03/2020,ESSENCE,17000,-,AUTOMATIQUE,6593,<50000km
MC LAREN,720S,V8 4.0,283041,14/03/2020,ESSENCE,3900,-,AUTOMATIQUE,6593,<5000km
MC LAREN,570S,V8 3.8,184592,14/03/2020,ESSENCE,6900,-,AUTOMATIQUE,6593,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,680066,14/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6593,<5000km
MC LAREN,570GT,V8 3.8,194058,08/04/2020,ESSENCE,200,2019,AUTOMATIQUE,6593,<5000km
MC LAREN,570GT,V8 3.8,194058,12/04/2020,ESSENCE,200,-,AUTOMATIQUE,6593,<5000km
LAMBORGHINI,COUNTACH,,425982,20/09/2019,ESSENCE,10,1984,MANUELLE,6595,<5000km
LAMBORGHINI,DIABLO,V12 5.7,454380,05/02/2020,ESSENCE,2850,2003,MANUELLE,6595,<5000km
LAMBORGHINI,MURCIELAGO,,172000,20/02/2019,ESSENCE,28500,2003,MANUELLE,41043,<50000km
LAMBORGHINI,MURCIELAGO,,210000,13/03/2019,ESSENCE,28000,2003,MANUELLE,41043,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,188379,15/02/2020,ESSENCE,80900,2011,AUTOMATIQUE,1820,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,66169,17/02/2020,ESSENCE,34000,2016,AUTOMATIQUE,1820,<50000km
MC LAREN,MP4 12C,V8 3.8,119900,07/02/2020,ESSENCE,13027,2012,AUTOMATIQUE,69410,<50000km
FERRARI,F12,,175000,08/06/2019,ESSENCE,39000,2012,MANUELLE,24021,<50000km
FERRARI,F12,,255000,26/07/2019,ESSENCE,11100,2016,AUTOMATIQUE,1220,<50000km
FERRARI,F12 TDF,,840000,15/08/2019,ESSENCE,1100,2017,AUTOMATIQUE,1220,<5000km
WIESMANN,ROADSTER MF4,,159900,29/08/2019,ESSENCE,26000,2007,MANUELLE,1220,<50000km
WIESMANN,ROADSTER MF4,V8 4.8,159900,29/08/2019,ESSENCE,26000,2007,MANUELLE,1220,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,58890,30/01/2020,ESSENCE,65000,2010,AUTOMATIQUE,1220,<150000km
FERRARI,F12 TDF,,989000,05/02/2020,ESSENCE,1200,2017,AUTOMATIQUE,1220,<5000km
FORD,GT,,235000,10/01/2020,-,-,-,-,1279,NC
FERRARI,488,,187432,10/04/2020,ESSENCE,20000,2016,AUTOMATIQUE,6512,<50000km
MC LAREN,650S,V8 3.8,149900,12/04/2019,ESSENCE,17416,2014,MANUELLE,69570,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,348000,18/07/2019,ESSENCE,3706,2017,AUTOMATIQUE,69570,<5000km
FERRARI,812 SUPERFAST,,324900,28/11/2019,ESSENCE,9929,2018,AUTOMATIQUE,69570,<50000km
LAMBORGHINI,HURACAN SPYDER,V10 5.2,199000,06/12/2019,ESSENCE,10514,2018,AUTOMATIQUE,69570,<50000km
FERRARI,812 SUPERFAST,,324900,10/04/2020,ESSENCE,10929,2018,AUTOMATIQUE,69570,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,175000,09/03/2020,ESSENCE,16300,2016,AUTOMATIQUE,24060,<50000km
FERRARI,F12,V12 6.3,199000,13/03/2020,ESSENCE,18228,2013,AUTOMATIQUE,69760,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,141054,08/03/2019,ESSENCE,5000,2014,AUTOMATIQUE,1260,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,205424,25/01/2020,ESSENCE,15000,2017,AUTOMATIQUE,1260,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,117287,26/01/2020,ESSENCE,20000,2013,AUTOMATIQUE,1260,<50000km
NISSAN,SKYLINE,GT R,39500,02/04/2020,ESSENCE,99000,1994,MANUELLE,43000,<150000km
ASTON MARTIN,VANQUISH,SV12 5.9,122115,02/04/2020,ESSENCE,50837,2005,AUTOMATIQUE,1266,<150000km
MC LAREN,650S,V8 3.8,165660,20/09/2019,ESSENCE,32500,2015,AUTOMATIQUE,1196,<50000km
MC LAREN,650S,V8 3.8,208258,23/02/2020,ESSENCE,2500,2016,AUTOMATIQUE,1196,<5000km
BMW,M1,,738368,17/03/2020,ESSENCE,32000,1980,MANUELLE,1196,<50000km
NISSAN,GT R,V6 3.8,47237,10/03/2020,ESSENCE,42000,2011,AUTOMATIQUE,1267,<50000km
MC LAREN,600LT,V8 3.8,255000,13/09/2019,ESSENCE,10,2020,AUTOMATIQUE,25124,<5000km
FERRARI,488,GTB,184900,09/03/2020,ESSENCE,20900,2016,AUTOMATIQUE,25124,<50000km
FERRARI,488,,239900,09/03/2020,ESSENCE,12500,2017,AUTOMATIQUE,25124,<50000km
FERRARI,599,GTO,539577,05/10/2019,ESSENCE,9872,2010,AUTOMATIQUE,1095,<50000km
FERRARI,488,,282557,26/10/2019,ESSENCE,100,2018,AUTOMATIQUE,1095,<5000km
FERRARI,F12,,189231,17/03/2020,ESSENCE,39500,2013,AUTOMATIQUE,1095,<50000km
FERRARI,812 SUPERFAST,,335958,08/04/2020,ESSENCE,3800,2019,AUTOMATIQUE,1095,<5000km
FORD,GT,,397583,26/04/2019,ESSENCE,7550,2005,-,1163,<50000km
FERRARI,812 SUPERFAST,,406955,16/02/2020,ESSENCE,100,2020,AUTOMATIQUE,1163,<5000km
DE TOMASO,PANTERA,,149990,29/06/2019,ESSENCE,49874,1971,-,25082,<50000km
FORD,GT,V8 5.4,269504,21/06/2019,ESSENCE,25500,2007,MANUELLE,1131,<50000km
MC LAREN,540C,V8 3.8,122967,22/11/2019,ESSENCE,18500,2017,AUTOMATIQUE,1131,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,40610,10/06/2019,ESSENCE,126000,2012,AUTOMATIQUE,1132,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,47237,20/06/2019,ESSENCE,78000,2010,AUTOMATIQUE,1132,<150000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,567881,12/09/2019,ESSENCE,306,2016,AUTOMATIQUE,1132,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,47237,12/09/2019,ESSENCE,46000,2010,AUTOMATIQUE,1132,<50000km
NISSAN,GT R,V6 3.8,39285,30/09/2019,ESSENCE,84000,2009,AUTOMATIQUE,1132,<150000km
MC LAREN,570S,V8 3.8,177900,17/11/2019,ESSENCE,25274,2016,AUTOMATIQUE,24020,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,103182,01/02/2020,ESSENCE,21800,2012,AUTOMATIQUE,1018,<50000km
FERRARI,488,GTB,197845,08/11/2018,ESSENCE,14000,2016,AUTOMATIQUE,1026,<50000km
FERRARI,488,GTB,205418,19/02/2019,ESSENCE,10000,2016,AUTOMATIQUE,1026,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,76000,23/12/2019,ESSENCE,58200,2014,AUTOMATIQUE,50145,<150000km
FERRARI,488,GTB,199900,03/02/2020,ESSENCE,4700,2018,AUTOMATIQUE,50145,<5000km
NISSAN,GT R,,42598,17/02/2019,-,64000,2009,AUTOMATIQUE,1630,<150000km
NISSAN,GT R,,44491,18/02/2019,ESSENCE,60000,2009,AUTOMATIQUE,1630,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,31200,08/02/2019,ESSENCE,57000,2009,AUTOMATIQUE,50100,<150000km
LAMBORGHINI,DIABLO,V12 5.7,174000,16/12/2019,ESSENCE,42523,1996,MANUELLE,50100,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,66169,26/06/2019,ESSENCE,28100,2014,AUTOMATIQUE,1032,<50000km
FERRARI,488,GTB,207311,22/11/2019,ESSENCE,25200,2016,AUTOMATIQUE,1032,<50000km
FERRARI,F12,,216777,19/12/2019,ESSENCE,3526,2015,AUTOMATIQUE,1032,<5000km
MC LAREN,540C,V8 3.8,125807,18/10/2019,ESSENCE,22000,2017,AUTOMATIQUE,1122,<50000km
NISSAN,GT R,,87942,19/05/2019,ESSENCE,10,2018,AUTOMATIQUE,6747,<5000km
FERRARI,488,GTB,185000,07/01/2020,ESSENCE,19000,2015,AUTOMATIQUE,25010,<50000km
MC LAREN,MP4 12C,V8 3.8,109000,28/02/2020,ESSENCE,49000,2011,-,25080,<50000km
FERRARI,488,,225000,04/11/2019,ESSENCE,28000,2018,AUTOMATIQUE,53100,<50000km
FERRARI,488,,219000,09/03/2020,ESSENCE,28000,2018,-,53100,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,180000,09/04/2020,ESSENCE,12650,2009,AUTOMATIQUE,25047,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,159900,14/05/2019,ESSENCE,4000,2015,AUTOMATIQUE,69220,<5000km
DE TOMASO,PANTERA,,115000,19/12/2019,-,64000,1979,-,69220,<150000km
FERRARI,488,GTB,163000,04/03/2020,ESSENCE,45000,2016,AUTOMATIQUE,40132,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,159000,12/09/2019,ESSENCE,36000,2006,MANUELLE,40100,<50000km
FERRARI,488,GTB,140000,18/10/2019,ESSENCE,10000,2016,AUTOMATIQUE,40126,<50000km
FERRARI,812 SUPERFAST,,310000,14/01/2020,ESSENCE,975,2019,-,40100,<5000km
LAMBORGHINI,MIURA,,2300000,14/01/2020,ESSENCE,55000,1971,-,40100,<150000km
LAMBORGHINI,MURCIELAGO,LP580 4,138500,18/02/2020,ESSENCE,20900,2004,-,40100,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,49130,21/11/2019,ESSENCE,38900,2009,AUTOMATIQUE,1715,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,103490,05/04/2020,ESSENCE,10,2020,-,40066,<5000km
NISSAN,GT R,V6 3.8,101050,05/04/2020,ESSENCE,10,2020,-,40066,<5000km
NISSAN,GT R,V6 3.8NISMO,196960,05/04/2020,ESSENCE,10,2020,-,40066,<5000km
NISSAN,GT R,V6 3.8,112310,05/04/2020,ESSENCE,10,2020,-,40066,<5000km
NISSAN,GT R,V6 3.8,109600,18/12/2018,ESSENCE,10,2020,AUTOMATIQUE,40068,<5000km
FERRARI,812 SUPERFAST,,290000,12/12/2019,ESSENCE,12000,2019,AUTOMATIQUE,40068,<50000km
NISSAN,GT R,V6 3.8,34931,04/02/2020,ESSENCE,128000,2010,AUTOMATIQUE,3612,<150000km
NISSAN,GT R,V6 3.8,43544,12/04/2020,ESSENCE,37900,2009,AUTOMATIQUE,3627,<50000km
NISSAN,GT R,,52064,21/07/2019,ESSENCE,43000,-,AUTOMATIQUE,1700,<50000km
FERRARI,F12,,206364,23/05/2018,ESSENCE,29630,2015,AUTOMATIQUE,1400,<50000km
NISSAN,GT R,,52064,11/09/2019,ESSENCE,122000,2011,AUTOMATIQUE,1400,<150000km
MC LAREN,MP4 12C,V8 3.8,94568,08/12/2019,ESSENCE,55000,2013,AUTOMATIQUE,1762,<150000km
LAMBORGHINI,DIABLO,V12 5.7,300000,01/08/2019,ESSENCE,47000,1999,MANUELLE,37012,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,245000,24/08/2019,ESSENCE,30000,2013,AUTOMATIQUE,37012,<50000km
FORD,GT,V8 5.4,330000,29/10/2019,ESSENCE,5000,2005,MANUELLE,37012,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,169000,26/03/2020,ESSENCE,20000,2015,AUTOMATIQUE,71000,<50000km
FERRARI,812 SUPERFAST,,298448,11/03/2020,ESSENCE,10,2020,AUTOMATIQUE,11100,<5000km
FERRARI,F12,,184486,19/02/2020,ESSENCE,24500,2013,AUTOMATIQUE,1563,<50000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,567975,02/04/2020,ESSENCE,1150,2016,AUTOMATIQUE,1563,<5000km
NISSAN,GT R,V6 3.8,128126,02/11/2019,ESSENCE,10,2019,AUTOMATIQUE,3125,<5000km
DE TOMASO,PANTERA,,122967,14/12/2019,-,73000,1980,-,3125,<150000km
NISSAN,GT R,V6 3.8,113595,01/04/2020,ESSENCE,5000,2018,AUTOMATIQUE,3125,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,47331,28/12/2019,ESSENCE,13000,2010,AUTOMATIQUE,3184,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,38338,28/12/2019,ESSENCE,98500,2009,AUTOMATIQUE,3184,<150000km
FERRARI,488,GTB,255000,19/10/2019,ESSENCE,10,2020,AUTOMATIQUE,37024,<5000km
LAMBORGHINI,MURCIELAGO,,250000,02/08/2019,ESSENCE,45700,2002,MANUELLE,37138,<50000km
FERRARI,F12,,199500,24/12/2019,ESSENCE,30000,2016,AUTOMATIQUE,37100,<50000km
FERRARI,488,,232500,21/02/2020,ESSENCE,4500,2019,AUTOMATIQUE,37100,<5000km
WIESMANN,MF3,,116435,16/09/2019,ESSENCE,75000,2007,AUTOMATIQUE,3123,<150000km
WIESMANN,ROADSTER MF5,,255210,23/11/2019,ESSENCE,29860,2010,AUTOMATIQUE,3123,<50000km
WIESMANN,MF3,,109619,16/02/2020,ESSENCE,60500,2010,MANUELLE,3123,<150000km
WIESMANN,MF3,V6 3.2,109619,18/02/2020,ESSENCE,60500,2010,MANUELLE,3123,<150000km
WIESMANN,MF3,V6 3.2,116435,04/04/2020,ESSENCE,79800,2007,AUTOMATIQUE,3123,<150000km
MC LAREN,720S,V8 4.0,264961,07/06/2019,ESSENCE,10,-,AUTOMATIQUE,3176,<5000km
NISSAN,GT R,V6 3.8GENTLEMAN EDITION,89990,18/12/2019,ESSENCE,25000,2017,AUTOMATIQUE,39000,<50000km
NISSAN,GT R,V6 3.8GENTLEMAN EDITION,88490,10/12/2019,ESSENCE,13850,2017,AUTOMATIQUE,71580,<50000km
MC LAREN,570S,V8 3.8,137166,19/03/2020,ESSENCE,17000,2017,AUTOMATIQUE,3204,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,141047,31/01/2019,ESSENCE,8000,2005,-,3018,<50000km
MERCEDES,SLR MCLAREN,,283041,30/08/2019,-,11000,2004,-,3018,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,74783,21/09/2019,ESSENCE,43000,2005,AUTOMATIQUE,3020,<50000km
LAMBORGHINI,DIABLO,V12 5.7,283988,02/04/2020,ESSENCE,64000,1996,MANUELLE,3007,<150000km
BMW,M1,,777249,17/03/2020,ESSENCE,31999,1980,-,2108,<50000km
FERRARI,F12,,212991,21/01/2020,ESSENCE,18000,2012,AUTOMATIQUE,2016,<50000km
SPYKER,C8 SPYDER,,446807,30/11/2019,ESSENCE,29000,2008,MANUELLE,6182,<50000km
FERRARI,488,GTB,264582,04/07/2019,ESSENCE,10,-,AUTOMATIQUE,3032,<5000km
FERRARI,599,GTO,425887,12/09/2019,ESSENCE,36900,2011,AUTOMATIQUE,3032,<50000km
FERRARI,488,GTB,206838,29/12/2019,ESSENCE,19950,2018,AUTOMATIQUE,3032,<50000km
NISSAN,GT R,V6 3.8TRACK EDITION4X4,99000,27/02/2020,ESSENCE,5500,2017,AUTOMATIQUE,66750,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,43450,08/02/2020,ESSENCE,109999,2009,AUTOMATIQUE,6383,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,55851,08/02/2020,ESSENCE,77500,2012,AUTOMATIQUE,6383,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,51591,11/02/2020,ESSENCE,78500,2012,AUTOMATIQUE,6383,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,40232,03/03/2020,ESSENCE,134555,2009,AUTOMATIQUE,6383,<150000km
MC LAREN,570S,V8 3.8,138018,01/07/2019,ESSENCE,28000,2016,AUTOMATIQUE,2068,<50000km
